ocid,id,awards/0/id
ocds-lcuori-2LmXXr-CM-0006-IHCIETI-2014-1,ocds-lcuori-2LmXXr-CM-0006-IHCIETI-2014-1/3,2LmXXr-CM-0006-IHCIETI-2014-1
ocds-lcuori-grxq2L-CM-233-2014-1,ocds-lcuori-grxq2L-CM-233-2014-1/3,grxq2L-CM-233-2014-1
ocds-lcuori-grxq2L-CM-234-2014-1,ocds-lcuori-grxq2L-CM-234-2014-1/3,grxq2L-CM-234-2014-1
ocds-lcuori-gRNDyL-045-03-2014-1,ocds-lcuori-gRNDyL-045-03-2014-1/3,gRNDyL-045-03-2014-1
ocds-lcuori-jRDA5r-solicitud 764-1,ocds-lcuori-jRDA5r-solicitud 764-1/3,jRDA5r-solicitud 764-1
ocds-lcuori-jRDA5r-solicitud 759-1,ocds-lcuori-jRDA5r-solicitud 759-1/3,jRDA5r-solicitud 759-1
ocds-lcuori-Er65BR-IAIP-CE-08-2014-1,ocds-lcuori-Er65BR-IAIP-CE-08-2014-1/3,Er65BR-IAIP-CE-08-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0636-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0636-2014-1/3,orvovL-UNAH-SEAF-OC-0636-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0982-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0982-2014-1/3,orvovL-UNAH-SEAF-OC-0982-2014-1
ocds-lcuori-KLg9wR-093-14-1,ocds-lcuori-KLg9wR-093-14-1/3,KLg9wR-093-14-1
ocds-lcuori-JLKbbr-129-2014-1,ocds-lcuori-JLKbbr-129-2014-1/3,JLKbbr-129-2014-1
ocds-lcuori-7rBxpG-BCH-T3935-25-1,ocds-lcuori-7rBxpG-BCH-T3935-25-1/3,7rBxpG-BCH-T3935-25-1
ocds-lcuori-DL9kwR-CC-5203-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5203-TSC-2014-1/3,DL9kwR-CC-5203-TSC-2014-1
ocds-lcuori-DRWQ0L-HONDUCOR DC-0495-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0495-2014-1/3,DRWQ0L-HONDUCOR DC-0495-2014-1
ocds-lcuori-DRWQ0L-HONDUCOR DC-0497-2014-1,ocds-lcuori-DRWQ0L-HONDUCOR DC-0497-2014-1/3,DRWQ0L-HONDUCOR DC-0497-2014-1
ocds-lcuori-7G3Myr-lp-025-hsp-1242-2014-2,ocds-lcuori-7G3Myr-lp-025-hsp-1242-2014-2/3,7G3Myr-lp-025-hsp-1242-2014-2
ocds-lcuori-jRDA5r-solicitud 933-1,ocds-lcuori-jRDA5r-solicitud 933-1/3,jRDA5r-solicitud 933-1
ocds-lcuori-2LA2EG-SE-D-LPN-004-2014-2,ocds-lcuori-2LA2EG-SE-D-LPN-004-2014-2/3,2LA2EG-SE-D-LPN-004-2014-2
ocds-lcuori-kR2paL-1006-2014-1,ocds-lcuori-kR2paL-1006-2014-1/3,kR2paL-1006-2014-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-1242-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1242-1/3,XRbOkr-CS-CSJ-2014-1242-1
ocds-lcuori-4LOwbL-cc-21-2014-1,ocds-lcuori-4LOwbL-cc-21-2014-1/3,4LOwbL-cc-21-2014-1
ocds-lcuori-4LOwbL-cc-23-2014-1,ocds-lcuori-4LOwbL-cc-23-2014-1/3,4LOwbL-cc-23-2014-1
ocds-lcuori-Er65BR-42-2014-1,ocds-lcuori-Er65BR-42-2014-1/3,Er65BR-42-2014-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-1243-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1243-1/3,XRbOkr-CS-CSJ-2014-1243-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-1244-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1244-1/3,XRbOkr-CS-CSJ-2014-1244-1
ocds-lcuori-Er65BR-43-2014-1,ocds-lcuori-Er65BR-43-2014-1/3,Er65BR-43-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0640-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0640-2014-1/3,orvovL-UNAH-SEAF-OC-0640-2014-1
ocds-lcuori-2LAakL-62-2014-2,ocds-lcuori-2LAakL-62-2014-2/3,2LAakL-62-2014-2
ocds-lcuori-grxELe-371-2014-SAG-1,ocds-lcuori-grxELe-371-2014-SAG-1/3,grxELe-371-2014-SAG-1
ocds-lcuori-8L4YaG-CC-088-2014-INA-1,ocds-lcuori-8L4YaG-CC-088-2014-INA-1/3,8L4YaG-CC-088-2014-INA-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0993-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0993-2014-1/3,orvovL-UNAH-SEAF-OC-0993-2014-1
ocds-lcuori-jRDA5r-solicitud 782-1,ocds-lcuori-jRDA5r-solicitud 782-1/3,jRDA5r-solicitud 782-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-1245-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1245-1/3,XRbOkr-CS-CSJ-2014-1245-1
ocds-lcuori-2LAzdG-ADQ-310-2014-1,ocds-lcuori-2LAzdG-ADQ-310-2014-1/3,2LAzdG-ADQ-310-2014-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-1247-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1247-1/3,XRbOkr-CS-CSJ-2014-1247-1
ocds-lcuori-7G3MNr-302014-1,ocds-lcuori-7G3MNr-302014-1/3,7G3MNr-302014-1
ocds-lcuori-orvDGM-013-14-1,ocds-lcuori-orvDGM-013-14-1/3,orvDGM-013-14-1
ocds-lcuori-grxELe-376-2014-SAG-1,ocds-lcuori-grxELe-376-2014-SAG-1/3,grxELe-376-2014-SAG-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0642-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0642-2014-1/3,orvovL-UNAH-SEAF-OC-0642-2014-1
ocds-lcuori-MLQnmG-CC-2394-HPL-2014-1,ocds-lcuori-MLQnmG-CC-2394-HPL-2014-1/3,MLQnmG-CC-2394-HPL-2014-1
ocds-lcuori-Zr5B9L-C-0371-2014  PE-0312-2014-1,ocds-lcuori-Zr5B9L-C-0371-2014  PE-0312-2014-1/3,Zr5B9L-C-0371-2014  PE-0312-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1001-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1001-2014-1/3,orvovL-UNAH-SEAF-OC-1001-2014-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-0953-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0953-1/3,XRbOkr-CS-CSJ-2014-0953-1
ocds-lcuori-gRNDyL-047-03-2014-1,ocds-lcuori-gRNDyL-047-03-2014-1/3,gRNDyL-047-03-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1004-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1004-2014-1/3,orvovL-UNAH-SEAF-OC-1004-2014-1
ocds-lcuori-grxq2L-CM-235-2014-1,ocds-lcuori-grxq2L-CM-235-2014-1/3,grxq2L-CM-235-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1011-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1011-2014-1/3,orvovL-UNAH-SEAF-OC-1011-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1013-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1013-2014-1/3,orvovL-UNAH-SEAF-OC-1013-2014-1
ocds-lcuori-PLeAqL-COPECO-CM-31-11-2014-1,ocds-lcuori-PLeAqL-COPECO-CM-31-11-2014-1/3,PLeAqL-COPECO-CM-31-11-2014-1
ocds-lcuori-PLeAqL-COPECO-CM-34-11-2014-1,ocds-lcuori-PLeAqL-COPECO-CM-34-11-2014-1/3,PLeAqL-COPECO-CM-34-11-2014-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-1250-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1250-1/3,XRbOkr-CS-CSJ-2014-1250-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-1253-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-1253-1/3,XRbOkr-CS-CSJ-2014-1253-1
ocds-lcuori-vGZVoG-SS-PICSC-CP-012-2014-1,ocds-lcuori-vGZVoG-SS-PICSC-CP-012-2014-1/3,vGZVoG-SS-PICSC-CP-012-2014-1
ocds-lcuori-4LOY7R-41-2014-1,ocds-lcuori-4LOY7R-41-2014-1/3,4LOY7R-41-2014-1
ocds-lcuori-wrVJ9r-029-DICTA-2014-1,ocds-lcuori-wrVJ9r-029-DICTA-2014-1/3,wrVJ9r-029-DICTA-2014-1
ocds-lcuori-Zr5B9L-C-0416-2014 PE-0352-2014-1,ocds-lcuori-Zr5B9L-C-0416-2014 PE-0352-2014-1/4,Zr5B9L-C-0416-2014 PE-0352-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0645-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0645-2014-1/3,orvovL-UNAH-SEAF-OC-0645-2014-1
ocds-lcuori-MLQPmr-CM-070-PGR-2014-1,ocds-lcuori-MLQPmr-CM-070-PGR-2014-1/3,MLQPmr-CM-070-PGR-2014-1
ocds-lcuori-Zr5B9L-C-0380-2014 PE-0317-2014-1,ocds-lcuori-Zr5B9L-C-0380-2014 PE-0317-2014-1/3,Zr5B9L-C-0380-2014 PE-0317-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0648-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0648-2014-1/3,orvovL-UNAH-SEAF-OC-0648-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-649-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-649-2014-1/3,orvovL-UNAH-SEAF-OC-649-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0650-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0650-2014-1/3,orvovL-UNAH-SEAF-OC-0650-2014-1
ocds-lcuori-DRWMlL-RFFM-ICF-22-2014-1,ocds-lcuori-DRWMlL-RFFM-ICF-22-2014-1/3,DRWMlL-RFFM-ICF-22-2014-1
ocds-lcuori-7G3oBG-CM-057-2014-1,ocds-lcuori-7G3oBG-CM-057-2014-1/3,7G3oBG-CM-057-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1020-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1020-2014-1/3,orvovL-UNAH-SEAF-OC-1020-2014-1
ocds-lcuori-0rwm9G-C-20140058-1,ocds-lcuori-0rwm9G-C-20140058-1/3,0rwm9G-C-20140058-1
ocds-lcuori-2LAakL-42-2014-2,ocds-lcuori-2LAakL-42-2014-2/3,2LAakL-42-2014-2
ocds-lcuori-JLKX2G-CM-020-GSDE-2014-1,ocds-lcuori-JLKX2G-CM-020-GSDE-2014-1/3,JLKX2G-CM-020-GSDE-2014-1
ocds-lcuori-4LOY7R-42-2014-1,ocds-lcuori-4LOY7R-42-2014-1/3,4LOY7R-42-2014-1
ocds-lcuori-2LAzdG-ADQ-313-2014-1,ocds-lcuori-2LAzdG-ADQ-313-2014-1/3,2LAzdG-ADQ-313-2014-1
ocds-lcuori-2LAzdG-ADQ-314-2014-1,ocds-lcuori-2LAzdG-ADQ-314-2014-1/3,2LAzdG-ADQ-314-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1027-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1027-2014-1/3,orvovL-UNAH-SEAF-OC-1027-2014-1
ocds-lcuori-2LAzdG-ADQ-315-2014-1,ocds-lcuori-2LAzdG-ADQ-315-2014-1/3,2LAzdG-ADQ-315-2014-1
ocds-lcuori-jRDYor-CM-196-SEDIS-2014-1,ocds-lcuori-jRDYor-CM-196-SEDIS-2014-1/3,jRDYor-CM-196-SEDIS-2014-1
ocds-lcuori-PR8ooG-CM-012-CONAPID-2014-1,ocds-lcuori-PR8ooG-CM-012-CONAPID-2014-1/3,PR8ooG-CM-012-CONAPID-2014-1
ocds-lcuori-wrVn3r-LP-34-2014-2,ocds-lcuori-wrVn3r-LP-34-2014-2/3,wrVn3r-LP-34-2014-2
ocds-lcuori-orvovL-UNAH-SEAF-OC-1031-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1031-2014-1/3,orvovL-UNAH-SEAF-OC-1031-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1034-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1034-2014-1/3,orvovL-UNAH-SEAF-OC-1034-2014-1
ocds-lcuori-PLe6mG-HSR-030-2014-1,ocds-lcuori-PLe6mG-HSR-030-2014-1/3,PLe6mG-HSR-030-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1038-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1038-2014-1/3,orvovL-UNAH-SEAF-OC-1038-2014-1
ocds-lcuori-DL9kwR-CC-5434-TSC-2014-1,ocds-lcuori-DL9kwR-CC-5434-TSC-2014-1/3,DL9kwR-CC-5434-TSC-2014-1
ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2,ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2/4,Er6dMG-PROMEF-BM-LPN-001-2014-2
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2
ocds-lcuori-orvPDG-CM-652-ONCAE-2014-1,ocds-lcuori-orvPDG-CM-652-ONCAE-2014-1/3,orvPDG-CM-652-ONCAE-2014-1
ocds-lcuori-orvPDG-CM-653-ONCAE-2014-1,ocds-lcuori-orvPDG-CM-653-ONCAE-2014-1/3,orvPDG-CM-653-ONCAE-2014-1
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2
ocds-lcuori-8L4YaG-CC-125-2014-INA-1,ocds-lcuori-8L4YaG-CC-125-2014-INA-1/3,8L4YaG-CC-125-2014-INA-1
ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2/3,2LmqDL-LPrNO-29-FM-40-AMDC-2014-2
ocds-lcuori-jRDA5r-solicitud 774-1,ocds-lcuori-jRDA5r-solicitud 774-1/3,jRDA5r-solicitud 774-1
ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2/3,orvPDG-LP-027-ONCAE-2014-2
ocds-lcuori-orvovL-UNAH-SEAF-OC-0652-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0652-2014-1/3,orvovL-UNAH-SEAF-OC-0652-2014-1
ocds-lcuori-gLkVEr-N 186-2014-1,ocds-lcuori-gLkVEr-N 186-2014-1/3,gLkVEr-N 186-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0655-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0655-2014-1/4,orvovL-UNAH-SEAF-OC-0655-2014-1
ocds-lcuori-PLe6mG-HSR-038-2014-1,ocds-lcuori-PLe6mG-HSR-038-2014-1/3,PLe6mG-HSR-038-2014-1
ocds-lcuori-Zr5B9L-C-0420-2014 PE-0353-2014-1,ocds-lcuori-Zr5B9L-C-0420-2014 PE-0353-2014-1/3,Zr5B9L-C-0420-2014 PE-0353-2014-1
ocds-lcuori-Zr5B9L-C-0421-2014 PE-0354-2014-1,ocds-lcuori-Zr5B9L-C-0421-2014 PE-0354-2014-1/3,Zr5B9L-C-0421-2014 PE-0354-2014-1
ocds-lcuori-Zr5B9L-C-0422-2014  PE-0355-2014-1,ocds-lcuori-Zr5B9L-C-0422-2014  PE-0355-2014-1/3,Zr5B9L-C-0422-2014  PE-0355-2014-1
ocds-lcuori-Zr5B9L-C-0424-2014 PE-0357-2014-1,ocds-lcuori-Zr5B9L-C-0424-2014 PE-0357-2014-1/3,Zr5B9L-C-0424-2014 PE-0357-2014-1
ocds-lcuori-Zr5B9L-C-0425-2014 PE-0358-2014-1,ocds-lcuori-Zr5B9L-C-0425-2014 PE-0358-2014-1/3,Zr5B9L-C-0425-2014 PE-0358-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0658-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0658-2014-1/3,orvovL-UNAH-SEAF-OC-0658-2014-1
ocds-lcuori-grxELe-480-2014-SAG-1,ocds-lcuori-grxELe-480-2014-SAG-1/3,grxELe-480-2014-SAG-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-0959-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0959-1/3,XRbOkr-CS-CSJ-2014-0959-1
ocds-lcuori-Zr5B9L-C-0661-2014-PE-0492-2014-1,ocds-lcuori-Zr5B9L-C-0661-2014-PE-0492-2014-1/3,Zr5B9L-C-0661-2014-PE-0492-2014-1
ocds-lcuori-XRbOkr-CS-CSJ-2014-0961-1,ocds-lcuori-XRbOkr-CS-CSJ-2014-0961-1/3,XRbOkr-CS-CSJ-2014-0961-1
ocds-lcuori-orvPDG-CM-666-ONCAE-2014-1,ocds-lcuori-orvPDG-CM-666-ONCAE-2014-1/3,orvPDG-CM-666-ONCAE-2014-1
ocds-lcuori-yRlaDr-150-2014-1,ocds-lcuori-yRlaDr-150-2014-1/3,yRlaDr-150-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0662-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0662-2014-1/3,orvovL-UNAH-SEAF-OC-0662-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-0665-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-0665-2014-1/3,orvovL-UNAH-SEAF-OC-0665-2014-1
ocds-lcuori-8L47ar-CC-HSMO-76-2014-1,ocds-lcuori-8L47ar-CC-HSMO-76-2014-1/3,8L47ar-CC-HSMO-76-2014-1
ocds-lcuori-orvovL-UNAH-SEAF-OC-1047-2014-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-1047-2014-1/3,orvovL-UNAH-SEAF-OC-1047-2014-1
ocds-lcuori-8L47ar-CC-HSMO-80-2014-1,ocds-lcuori-8L47ar-CC-HSMO-80-2014-1/3,8L47ar-CC-HSMO-80-2014-1
ocds-lcuori-8L47ar-CC-HSMO-81-2014-1,ocds-lcuori-8L47ar-CC-HSMO-81-2014-1/3,8L47ar-CC-HSMO-81-2014-1
ocds-lcuori-4LOwbL-CC-24-2014-1,ocds-lcuori-4LOwbL-CC-24-2014-1/3,4LOwbL-CC-24-2014-1
ocds-lcuori-Zr5B9L-C-0430-2014 PE-0363-2014-1,ocds-lcuori-Zr5B9L-C-0430-2014 PE-0363-2014-1/3,Zr5B9L-C-0430-2014 PE-0363-2014-1
ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2,ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2/3,grxq2L-LPN-DEI-DA-012-2014-2
ocds-lcuori-lRo9xL-2014/19-056-1,ocds-lcuori-lRo9xL-2014/19-056-1/3,lRo9xL-2014/19-056-1
ocds-lcuori-lRo9xL-LP-15-2014-2,ocds-lcuori-lRo9xL-LP-15-2014-2/3,lRo9xL-LP-15-2014-2
