ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-lRojQG-LP-02-18-2,ocds-lcuori-lRojQG-LP-02-18-2/3,lRojQG-LP-02-18-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-63-2018-2,ocds-lcuori-4LOxWG-63-2018-2/3,4LOxWG-63-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-64-2018-2,ocds-lcuori-4LOxWG-64-2018-2/3,4LOxWG-64-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-175-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-175-2018-HNMCR-2/3,jRDkQG-CM-175-2018-HNMCR-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKYJR-LP-002-2018-SEDIS-SSIS-PRAF -2,ocds-lcuori-JLKYJR-LP-002-2018-SEDIS-SSIS-PRAF -2/3,JLKYJR-LP-002-2018-SEDIS-SSIS-PRAF -2,1.0-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-XRbOkr-CS-CSJ-2018-0315-1,ocds-lcuori-XRbOkr-CS-CSJ-2018-0315-1/3,XRbOkr-CS-CSJ-2018-0315-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvOoL-CM-52-21018-LAB-HEU-1,ocds-lcuori-orvOoL-CM-52-21018-LAB-HEU-1/3,orvOoL-CM-52-21018-LAB-HEU-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-199-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-199-2018-HNMCR-2/3,jRDkQG-CM-199-2018-HNMCR-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-207-2018-HNMCR-2,ocds-lcuori-jRDkQG-CM-207-2018-HNMCR-2/3,jRDkQG-CM-207-2018-HNMCR-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEMGM-DCS-062-2018-UR-1,ocds-lcuori-mGEMGM-DCS-062-2018-UR-1/3,mGEMGM-DCS-062-2018-UR-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLg8nG-CM-003-GL-SC8-2018-1,ocds-lcuori-KLg8nG-CM-003-GL-SC8-2018-1/4,KLg8nG-CM-003-GL-SC8-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-009-2018-2,ocds-lcuori-MrMagr-LP-009-2018-2/3,MrMagr-LP-009-2018-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-021-2018-2,ocds-lcuori-MrMagr-LP-021-2018-2/3,MrMagr-LP-021-2018-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmXXr-CM-I-026-2018-1,ocds-lcuori-2LmXXr-CM-I-026-2018-1/3,2LmXXr-CM-I-026-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-10001512-1,ocds-lcuori-0rwYG8-SOLPED-10001512-1/3,0rwYG8-SOLPED-10001512-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0177-2018-PE-0159-2018-1,ocds-lcuori-Zr5B9L-C-0177-2018-PE-0159-2018-1/3,Zr5B9L-C-0177-2018-PE-0159-2018-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-7G3JQL-CM-CONEANFO-UPP-SEDIS-012A-2018-1,ocds-lcuori-7G3JQL-CM-CONEANFO-UPP-SEDIS-012A-2018-1/3,7G3JQL-CM-CONEANFO-UPP-SEDIS-012A-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Er6jdr-Expresión de Interés No.PGRD-04-2018-2,ocds-lcuori-Er6jdr-Expresión de Interés No.PGRD-04-2018-2/3,Er6jdr-Expresión de Interés No.PGRD-04-2018-2,1-F1RalG6,Recursos Nacionales,F1RalG6,Banco Mundial
ocds-lcuori-yRlaDr-LP. 004-2018-RSDCH-2,ocds-lcuori-yRlaDr-LP. 004-2018-RSDCH-2/3,yRlaDr-LP. 004-2018-RSDCH-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRN9jG-LPN SS-FAHSL-003-2018-2,ocds-lcuori-gRN9jG-LPN SS-FAHSL-003-2018-2/3,gRN9jG-LPN SS-FAHSL-003-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-015-CD-IHT-2018-2,ocds-lcuori-KLgDwG-015-CD-IHT-2018-2/3,KLgDwG-015-CD-IHT-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKxGl-SOLPED-20001923-1,ocds-lcuori-JLKxGl-SOLPED-20001923-1/4,JLKxGl-SOLPED-20001923-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-LP-DAH-001-2018-2,ocds-lcuori-0rwYG8-LP-DAH-001-2018-2/3,0rwYG8-LP-DAH-001-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3oBG-LP-006-2018-2,ocds-lcuori-7G3oBG-LP-006-2018-2/3,7G3oBG-LP-006-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8ooG-CM-48-CONAPID-2018-1,ocds-lcuori-PR8ooG-CM-48-CONAPID-2018-1/3,PR8ooG-CM-48-CONAPID-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30009426-IHSS-SPS-1,ocds-lcuori-vGZWNR-30009426-IHSS-SPS-1/3,vGZWNR-30009426-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-WRz0xL-CM-SAR-110-2018-1,ocds-lcuori-WRz0xL-CM-SAR-110-2018-1/4,WRz0xL-CM-SAR-110-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQW8R-1217-RDSLP-2018-1,ocds-lcuori-MLQW8R-1217-RDSLP-2018-1/3,MLQW8R-1217-RDSLP-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-XRb6JR-REQ-2303-2018-1,ocds-lcuori-XRb6JR-REQ-2303-2018-1/3,XRb6JR-REQ-2303-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLewkR-HBCBCH-278-2018-1,ocds-lcuori-PLewkR-HBCBCH-278-2018-1/3,PLewkR-HBCBCH-278-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30009449-IHSS-SPS-1,ocds-lcuori-vGZWNR-30009449-IHSS-SPS-1/3,vGZWNR-30009449-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8dYR-080-2018-1,ocds-lcuori-PR8dYR-080-2018-1/3,PR8dYR-080-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NLPAVG-2018-040-FN-INAM-1,ocds-lcuori-NLPAVG-2018-040-FN-INAM-1/3,NLPAVG-2018-040-FN-INAM-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjPmR-CM-019-DECAD-2018-1,ocds-lcuori-oLjPmR-CM-019-DECAD-2018-1/3,oLjPmR-CM-019-DECAD-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0211-2018-PE-0183-2018-1,ocds-lcuori-Zr5B9L-C-0211-2018-PE-0183-2018-1/3,Zr5B9L-C-0211-2018-PE-0183-2018-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-orvovL-UNAH-SEAF-OC-6824-2018-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-6824-2018-1/3,orvovL-UNAH-SEAF-OC-6824-2018-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-PR8jYL-CM-036-IHGM-2018-1,ocds-lcuori-PR8jYL-CM-036-IHGM-2018-1/3,PR8jYL-CM-036-IHGM-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1Ra0dG-PC-CONV-FN-030-2018-1,ocds-lcuori-1Ra0dG-PC-CONV-FN-030-2018-1/3,1Ra0dG-PC-CONV-FN-030-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR0qDr-SC 005 2018-2,ocds-lcuori-kR0qDr-SC 005 2018-2/3,kR0qDr-SC 005 2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQ18L-LPN-HBCBH-002-2018-2,ocds-lcuori-MLQ18L-LPN-HBCBH-002-2018-2/4,MLQ18L-LPN-HBCBH-002-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2Lmz0G-CM-112-BNP-2018-1,ocds-lcuori-2Lmz0G-CM-112-BNP-2018-1/3,2Lmz0G-CM-112-BNP-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaElR-LP-001/2018/HSBI-2,ocds-lcuori-1RaElR-LP-001/2018/HSBI-2/3,1RaElR-LP-001/2018/HSBI-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-013-HGA-2018-2,ocds-lcuori-orvPDG-LP-013-HGA-2018-2/3,orvPDG-LP-013-HGA-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl8kR-CM-066-IHTT-2018-1,ocds-lcuori-yRl8kR-CM-066-IHTT-2018-1/3,yRl8kR-CM-066-IHTT-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-LP35-HSI-2018-2,ocds-lcuori-wrVn3r-LP35-HSI-2018-2/3,wrVn3r-LP35-HSI-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMbdL-EUROSAN/GUISAYOTE-SUM/01-2018-2,ocds-lcuori-MrMbdL-EUROSAN/GUISAYOTE-SUM/01-2018-2/3,MrMbdL-EUROSAN/GUISAYOTE-SUM/01-2018-2,2.0-FNLPKrv,Donación,FNLPKrv,Unión Europea
ocds-lcuori-7G3JQL-CM-CONEANFO-UPP-SEDIS-036B-2018-1,ocds-lcuori-7G3JQL-CM-CONEANFO-UPP-SEDIS-036B-2018-1/4,7G3JQL-CM-CONEANFO-UPP-SEDIS-036B-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-LP-HGSI-2018-2,ocds-lcuori-wrVn3r-LP-HGSI-2018-2/3,wrVn3r-LP-HGSI-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-LP02-HGSI-2018-2,ocds-lcuori-wrVn3r-LP02-HGSI-2018-2/3,wrVn3r-LP02-HGSI-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-02-LPN-IHT-2018-2,ocds-lcuori-KLgDwG-02-LPN-IHT-2018-2/3,KLgDwG-02-LPN-IHT-2018-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8dYR-140-2018-1,ocds-lcuori-PR8dYR-140-2018-1/3,PR8dYR-140-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NrdVGA-CM-146-SEDUC-2018-1,ocds-lcuori-NrdVGA-CM-146-SEDUC-2018-1/3,NrdVGA-CM-146-SEDUC-2018-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-PGJ7YR-UCP-STSS-CON-004-2018-2,ocds-lcuori-PGJ7YR-UCP-STSS-CON-004-2018-2/3,PGJ7YR-UCP-STSS-CON-004-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-184-2018-2,ocds-lcuori-4LOxWG-184-2018-2/3,4LOxWG-184-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvnZr-2014/SPE/0000400254 001/2018-2,ocds-lcuori-orvnZr-2014/SPE/0000400254 001/2018-2/3,orvnZr-2014/SPE/0000400254 001/2018-2,2.0-F7G3yrQ,Donación,F7G3yrQ,España
ocds-lcuori-ERpaPr-52-2018-2,ocds-lcuori-ERpaPr-52-2018-2/3,ERpaPr-52-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-53-2018-2,ocds-lcuori-ERpaPr-53-2018-2/3,ERpaPr-53-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-095-HGA-2018-2,ocds-lcuori-orvPDG-LP-095-HGA-2018-2/3,orvPDG-LP-095-HGA-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZKAR-CM-AMD-CS-732-2018-1,ocds-lcuori-vGZKAR-CM-AMD-CS-732-2018-1/6,vGZKAR-CM-AMD-CS-732-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRN9jG-LPN SS FAHSL 013 2018-2,ocds-lcuori-gRN9jG-LPN SS FAHSL 013 2018-2/3,gRN9jG-LPN SS FAHSL 013 2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpO1G-LPR-004-GIP-UDAIS-2018-2,ocds-lcuori-ERpO1G-LPR-004-GIP-UDAIS-2018-2/3,ERpO1G-LPR-004-GIP-UDAIS-2018-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZKAR-CM-AMD-CS-208-2018-1,ocds-lcuori-vGZKAR-CM-AMD-CS-208-2018-1/5,vGZKAR-CM-AMD-CS-208-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JL7JBr-CM-05-HBCBHR-2018-1,ocds-lcuori-JL7JBr-CM-05-HBCBHR-2018-1/4,JL7JBr-CM-05-HBCBHR-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-KLgDwG-003-CM-IHT-2018-1,ocds-lcuori-KLgDwG-003-CM-IHT-2018-1/4,KLgDwG-003-CM-IHT-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-LPN-034-2018-2,ocds-lcuori-vGZWNR-LPN-034-2018-2/6,vGZWNR-LPN-034-2018-2,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-wrVA9R-CONSULTORIAS-2,ocds-lcuori-wrVA9R-CONSULTORIAS-2/3,wrVA9R-CONSULTORIAS-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLeAqL-LPN-01/2018-COPECO-2,ocds-lcuori-PLeAqL-LPN-01/2018-COPECO-2/3,PLeAqL-LPN-01/2018-COPECO-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR2paL-10-001-2018-2,ocds-lcuori-kR2paL-10-001-2018-2/3,kR2paL-10-001-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P.004-17-2,ocds-lcuori-grxXEr-L.P.004-17-2/3,grxXEr-L.P.004-17-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRN9jG-SS-FAHSL-001-2018-2,ocds-lcuori-gRN9jG-SS-FAHSL-001-2018-2/3,gRN9jG-SS-FAHSL-001-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gRN9jG-SS-FAHSL-002-2018-2,ocds-lcuori-gRN9jG-SS-FAHSL-002-2018-2/3,gRN9jG-SS-FAHSL-002-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8ooG-CD-SUPERVICION/CONAPID-001-2018-2,ocds-lcuori-PR8ooG-CD-SUPERVICION/CONAPID-001-2018-2/3,PR8ooG-CD-SUPERVICION/CONAPID-001-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-192-2018-1,ocds-lcuori-MLQmwL-CM-192-2018-1/3,MLQmwL-CM-192-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-LP04-HSI-2018-2,ocds-lcuori-wrVn3r-LP04-HSI-2018-2/3,wrVn3r-LP04-HSI-2018-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-XRbOkr-CS-CSJ-2018-0273-1,ocds-lcuori-XRbOkr-CS-CSJ-2018-0273-1/3,XRbOkr-CS-CSJ-2018-0273-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-XRbOkr-CS-CSJ-2018-0275-1,ocds-lcuori-XRbOkr-CS-CSJ-2018-0275-1/3,XRbOkr-CS-CSJ-2018-0275-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orveZR-LP02-RDC-18-2,ocds-lcuori-orveZR-LP02-RDC-18-2/3,orveZR-LP02-RDC-18-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orveZR-LP05-RDC-18-2,ocds-lcuori-orveZR-LP05-RDC-18-2/3,orveZR-LP05-RDC-18-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLewkR-HBCBCH-261-2018-1,ocds-lcuori-PLewkR-HBCBCH-261-2018-1/3,PLewkR-HBCBCH-261-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvwnL-CM-107-INP-2018-1,ocds-lcuori-orvwnL-CM-107-INP-2018-1/3,orvwnL-CM-107-INP-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOV1r-CM-PROYECTO-AF-LA-PAZ-ANDALUCIA-003-2018-1,ocds-lcuori-4LOV1r-CM-PROYECTO-AF-LA-PAZ-ANDALUCIA-003-2018-1/4,4LOV1r-CM-PROYECTO-AF-LA-PAZ-ANDALUCIA-003-2018-1,2-F7G3yrQ,Donación,F7G3yrQ,España
ocds-lcuori-WRzdbL-LP-002-2018-HT-2,ocds-lcuori-WRzdbL-LP-002-2018-HT-2/3,WRzdbL-LP-002-2018-HT-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ZGqwer-CM-022-BomberosElProgreso-2018-1,ocds-lcuori-ZGqwer-CM-022-BomberosElProgreso-2018-1/4,ZGqwer-CM-022-BomberosElProgreso-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLewkR-HBCBCH-262-2018-1,ocds-lcuori-PLewkR-HBCBCH-262-2018-1/3,PLewkR-HBCBCH-262-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLewkR-HBCBCH-265-2018-1,ocds-lcuori-PLewkR-HBCBCH-265-2018-1/3,PLewkR-HBCBCH-265-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30009272-IHSS-SPS-1,ocds-lcuori-vGZWNR-30009272-IHSS-SPS-1/3,vGZWNR-30009272-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0116-2018-PE-0104-2018-1,ocds-lcuori-Zr5B9L-C-0116-2018-PE-0104-2018-1/3,Zr5B9L-C-0116-2018-PE-0104-2018-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-JL7BPr-CM-007-ESTACION LOCAL EL PORVENIR-2018-1,ocds-lcuori-JL7BPr-CM-007-ESTACION LOCAL EL PORVENIR-2018-1/4,JL7BPr-CM-007-ESTACION LOCAL EL PORVENIR-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-COTIZACION No. SRECI-093-2018-1,ocds-lcuori-ERpWgG-COTIZACION No. SRECI-093-2018-1/3,ERpWgG-COTIZACION No. SRECI-093-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CM-326-HBCBHSPS-2018-1,ocds-lcuori-7G3mOr-CM-326-HBCBHSPS-2018-1/4,7G3mOr-CM-326-HBCBHSPS-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmXXr-CM-I-022-2018-1,ocds-lcuori-2LmXXr-CM-I-022-2018-1/3,2LmXXr-CM-I-022-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEMGM-DGIP-003-2018-1,ocds-lcuori-mGEMGM-DGIP-003-2018-1/3,mGEMGM-DGIP-003-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-10005761-TEG-1,ocds-lcuori-vGZWNR-10005761-TEG-1/3,vGZWNR-10005761-TEG-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-JL7OdL-LP 002-2018 FHLM-2,ocds-lcuori-JL7OdL-LP 002-2018 FHLM-2/3,JL7OdL-LP 002-2018 FHLM-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-10005759-TEG-1,ocds-lcuori-vGZWNR-10005759-TEG-1/3,vGZWNR-10005759-TEG-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-JL7OdL-LPN 005-2018 FHLM-2,ocds-lcuori-JL7OdL-LPN 005-2018 FHLM-2/3,JL7OdL-LPN 005-2018 FHLM-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-XRb6JR-REQ-2213-2018-1,ocds-lcuori-XRb6JR-REQ-2213-2018-1/3,XRb6JR-REQ-2213-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7rBxpG-BCH-CM-T9594-2018-1,ocds-lcuori-7rBxpG-BCH-CM-T9594-2018-1/3,7rBxpG-BCH-CM-T9594-2018-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-DL9JqG-CM-0042-C4-EMC2018-1,ocds-lcuori-DL9JqG-CM-0042-C4-EMC2018-1/3,DL9JqG-CM-0042-C4-EMC2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-XRbOkr-CS-CSJ-2018-0300-1,ocds-lcuori-XRbOkr-CS-CSJ-2018-0300-1/3,XRbOkr-CS-CSJ-2018-0300-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30009301-IHSS-SPS-1,ocds-lcuori-vGZWNR-30009301-IHSS-SPS-1/3,vGZWNR-30009301-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-XRbOkr-CS-CSJ-2018-0301-1,ocds-lcuori-XRbOkr-CS-CSJ-2018-0301-1/3,XRbOkr-CS-CSJ-2018-0301-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3mOr-CM-347-HBCBHSPS-2018-1,ocds-lcuori-7G3mOr-CM-347-HBCBHSPS-2018-1/3,7G3mOr-CM-347-HBCBHSPS-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvwnL-CM-121-INP-2018-1,ocds-lcuori-orvwnL-CM-121-INP-2018-1/3,orvwnL-CM-121-INP-2018-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
