ocid,id,contracts/0/id,contracts/0/guarantees/0/id,contracts/0/guarantees/0/guaranteeType,contracts/0/guarantees/0/guarantor/id,contracts/0/guarantees/0/guarantor/name
ocds-lcuori-PLeQ0L-CON-MEP-145-18-1,ocds-lcuori-PLeQ0L-CON-MEP-145-18-1/3,PLeQ0L-CON-MEP-145-18,PLeQ0L-CON-MEP-145-18,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-kG1ger-CONC02-2018-2,ocds-lcuori-kG1ger-CONC02-2018-2/4,kG1ger-03-2019,kG1ger-03-2019,suretyBond,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-orvkNL-LPr. No.01-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPr. No.01-2018-SEAF-UNAH-2/3,orvkNL-03-2018-SEAF-UNAH,orvkNL-03-2018-SEAF-UNAH,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-KLg9wR-LPN-002-2017-DA-2,ocds-lcuori-KLg9wR-LPN-002-2017-DA-2/3,KLg9wR-DSL-016-2018,KLg9wR-DSL-016-2018,suretyBond,GWRzbRe,Seguros Continental S.A.
ocds-lcuori-KLg9wR-LPN-003-2017-DA-2,ocds-lcuori-KLg9wR-LPN-003-2017-DA-2/3,KLg9wR-DSL-015-2018,KLg9wR-DSL-015-2018,suretyBond,G7GXMRV,Banco del País S.A.
ocds-lcuori-Zr57xG-CM-504-IMFFAA-2018-1,ocds-lcuori-Zr57xG-CM-504-IMFFAA-2018-1/3,Zr57xG-CM-504-IMFFAA-2018,Zr57xG-CM-504-IMFFAA-2018,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-001-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-001-2018-1/4,yRlm9r-CM-UNACIFOR-ENERO-001-2018,yRlm9r-CM-UNACIFOR-ENERO-001-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-7rBxpG-LPública No.30-2017-2,ocds-lcuori-7rBxpG-LPública No.30-2017-2/3,7rBxpG-022-2018,7rBxpG-022-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-050-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-050-2018-1/4,yRlm9r-CM-UNACIFOR-FEBRERO-050-2018,yRlm9r-CM-UNACIFOR-FEBRERO-050-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-7rBxpG-LPública No.31-2017-2,ocds-lcuori-7rBxpG-LPública No.31-2017-2/3,7rBxpG-032-2018,7rBxpG-032-2018,suretyBond,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-7rBxpG-LPública No.44-2017-2,ocds-lcuori-7rBxpG-LPública No.44-2017-2/3,7rBxpG-044-2018,7rBxpG-044-2018,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-ZGqW9r-LPN-005-IPM-2018-2,ocds-lcuori-ZGqW9r-LPN-005-IPM-2018-2/3,ZGqW9r-LPN-005-IPM-2018,ZGqW9r-LPN-005-IPM-2018,suretyBond,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-Zr57xG-CM-502-IMFFAA-2018-1,ocds-lcuori-Zr57xG-CM-502-IMFFAA-2018-1/3,Zr57xG-CM-502-IMFFAA-2018,Zr57xG-CM-502-IMFFAA-2018,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-03-2018-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-03-2018-2/3,mGE4eL-62125,mGE4eL-62125,suretyBond,G7GXMRV,Banco del País S.A.
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-01-2018-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-01-2018-2/3,mGE4eL-63370,mGE4eL-63370,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-XRb6JR-REQ-2066-2018-1,ocds-lcuori-XRb6JR-REQ-2066-2018-1/3,XRb6JR-REQ-2066-2018,XRb6JR-REQ-2066-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-XRb6JR-REQ-1983-2018-1,ocds-lcuori-XRb6JR-REQ-1983-2018-1/3,XRb6JR-REQ-1983-2018,XRb6JR-REQ-1983-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-XRb6JR-REQ-2071-2018-1,ocds-lcuori-XRb6JR-REQ-2071-2018-1/3,XRb6JR-REQ-2071-2018,XRb6JR-REQ-2071-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-PLeQ0L-CON-MEP-110-18-1,ocds-lcuori-PLeQ0L-CON-MEP-110-18-1/4,PLeQ0L-CON-MEP-110-18,PLeQ0L-CON-MEP-110-18,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-034-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-034-2018-1/3,yRlm9r-CM-UNACIFOR-FEBRERO-034-2018,yRlm9r-CM-UNACIFOR-FEBRERO-034-2018,,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-7rBxpG-BCH-CM-T9527-1,ocds-lcuori-7rBxpG-BCH-CM-T9527-1/3,7rBxpG-027-2018,7rBxpG-027-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-7rBxpG-BCH-CM-T9528-1,ocds-lcuori-7rBxpG-BCH-CM-T9528-1/3,7rBxpG-028-2018-A,7rBxpG-028-2018-A,suretyBond,GWRzbRe,Seguros Continental S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-036-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-036-2018-1/3,yRlm9r-CM-UNACIFOR-FEBRERO-036-2018,yRlm9r-CM-UNACIFOR-FEBRERO-036-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-7rBxpG-BCH-CM-T9783-1,ocds-lcuori-7rBxpG-BCH-CM-T9783-1/3,7rBxpG-037-2018,7rBxpG-037-2018,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-ZGqW9r-LPN-004-IPM-2018-2,ocds-lcuori-ZGqW9r-LPN-004-IPM-2018-2/3,ZGqW9r-LPN-004-IPM-2018,ZGqW9r-LPN-004-IPM-2018,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-006-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-006-2018-1/3,yRlm9r-CM-UNACIFOR-ENERO-006-2018,yRlm9r-CM-UNACIFOR-ENERO-006-2018,x_stateBonus,G7GXMRV,Banco del País S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-007-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-007-2018-1/3,yRlm9r-CM-UNACIFOR-ENERO-007-2018,yRlm9r-CM-UNACIFOR-ENERO-007-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-008-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-008-2018-1/4,yRlm9r-CM-UNACIFOR-ENERO-008-2018,yRlm9r-CM-UNACIFOR-ENERO-008-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-ZGqW9r-LPP-001-IPM-2018-2,ocds-lcuori-ZGqW9r-LPP-001-IPM-2018-2/3,ZGqW9r-LPP-001-IPM-2018,ZGqW9r-LPP-001-IPM-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-012-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-012-2018-1/4,yRlm9r-CM-UNACIFOR-ENERO-012-2018,yRlm9r-CM-UNACIFOR-ENERO-012-2018,,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-02-2018-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-02-2018-2/3,mGE4eL-62099,mGE4eL-62099,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-01-2018-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-01-2018-2/3,wrV3LP-62607,wrV3LP-62607,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-024-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-024-2018-1/4,yRlm9r-CM-UNACIFOR-ENERO-024-2018,yRlm9r-CM-UNACIFOR-ENERO-024-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-DL9kwR-CC-0009-TSC-2018-1,ocds-lcuori-DL9kwR-CC-0009-TSC-2018-1/3,DL9kwR-C-0016-TSC-2018,DL9kwR-C-0016-TSC-2018,suretyBond,GWRzbRe,Seguros Continental S.A.
ocds-lcuori-ZGqbBR-LPN-GT-004-2016-2,ocds-lcuori-ZGqbBR-LPN-GT-004-2016-2/3,ZGqbBR-LPN MPC-003-2018,ZGqbBR-LPN MPC-003-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-025-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-025-2018-1/3,yRlm9r-CM-UNACIFOR-ENERO-025-2018,yRlm9r-CM-UNACIFOR-ENERO-025-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-027-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-027-2018-1/3,yRlm9r-CM-UNACIFOR-ENERO-027-2018,yRlm9r-CM-UNACIFOR-ENERO-027-2018,,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-ZGqW9r-LPN-003-IPM-2018-2,ocds-lcuori-ZGqW9r-LPN-003-IPM-2018-2/3,ZGqW9r-LPN-003-IPM-2018,ZGqW9r-LPN-003-IPM-2018,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-ZGqW9r-LPN-001-IPM-2018-2,ocds-lcuori-ZGqW9r-LPN-001-IPM-2018-2/3,ZGqW9r-LPN-001-IPM-2018,ZGqW9r-LPN-001-IPM-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-orvkNL-LPN No.04-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.04-2018-SEAF-UNAH-2/3,orvkNL-07-2018-SEAF-UNAH,orvkNL-07-2018-SEAF-UNAH,suretyBond,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-KLgDwG-01-CNP-IHT-2018-2,ocds-lcuori-KLgDwG-01-CNP-IHT-2018-2/3,KLgDwG-380-2018,KLgDwG-380-2018,suretyBond,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-PLeQ0L-CON-MEP-108-18-1,ocds-lcuori-PLeQ0L-CON-MEP-108-18-1/4,PLeQ0L-CON-MEP-108-18,PLeQ0L-CON-MEP-108-18,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7rBxpG-LPrivada No.01-2018-2,ocds-lcuori-7rBxpG-LPrivada No.01-2018-2/3,7rBxpG-033-2018,7rBxpG-033-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-029-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-ENERO-029-2018-1/3,yRlm9r-CM-UNACIFOR-ENERO-029-2018,yRlm9r-CM-UNACIFOR-ENERO-029-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-Zr57xG-CM-503-IMFFAA-2018-1,ocds-lcuori-Zr57xG-CM-503-IMFFAA-2018-1/3,Zr57xG-CM-503-IMFFAA-2018,Zr57xG-CM-503-IMFFAA-2018,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-ZGqEaG-CD-AMR-001-2,ocds-lcuori-ZGqEaG-CD-AMR-001-2/3,ZGqEaG-MR-001-2018,ZGqEaG-MR-001-2018,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2,ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2/3,1RaMPR-	B-BID-3771-40-2018,1RaMPR-	B-BID-3771-40-2018,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2,ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2/3,1RaMPR-B-BID-3771-36-2018,1RaMPR-B-BID-3771-36-2018,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2,ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2/3,1RaMPR-B-BID-3771-37-2018,1RaMPR-B-BID-3771-37-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2,ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2/3,1RaMPR-B-BID-3771-39-2018,1RaMPR-B-BID-3771-39-2018,suretyBond,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2,ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2/3,1RaMPR-B-BID-3771-40-2018,1RaMPR-B-BID-3771-40-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2,ocds-lcuori-1RaMPR-LPI-BID-3771-01-2018-2/3,1RaMPR-B-BID-3771-41-2018,1RaMPR-B-BID-3771-41-2018,check,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-grxXEr-L.P.005-18-2,ocds-lcuori-grxXEr-L.P.005-18-2/3,grxXEr-3141,grxXEr-3141,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-PLeQ0L-CON-MEP-106-18-1,ocds-lcuori-PLeQ0L-CON-MEP-106-18-1/4,PLeQ0L-003/2018,PLeQ0L-003/2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-037-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-037-2018-1/3,yRlm9r-CM-UNACIFOR-FEBRERO-037-2018,yRlm9r-CM-UNACIFOR-FEBRERO-037-2018,,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-JLKQxR-LP. 007-2018-2,ocds-lcuori-JLKQxR-LP. 007-2018-2/3,JLKQxR-3710,JLKQxR-3710,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-orvkNL-LPN 03-2018-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN 03-2018-SEAF-UNAH-2/3,orvkNL-04-2018-SEAF-UNAH,orvkNL-04-2018-SEAF-UNAH,suretyBond,G7GXMRV,Banco del País S.A.
ocds-lcuori-Zr5mWr-LP No. 01-2018-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LP No. 01-2018-SEAPI-UNAH-2/4,Zr5mWr-CC-01-2018-SEAPI-UNAH-HEU,Zr5mWr-CC-01-2018-SEAPI-UNAH-HEU,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-7GXMRV-LP-017-DGOP-OOUU.-2018-2,ocds-lcuori-7GXMRV-LP-017-DGOP-OOUU.-2018-2/3,7GXMRV-029-CO-DGOP-INSEP-2018,7GXMRV-029-CO-DGOP-INSEP-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-Er6O7L-N°LPN-003-2018-2,ocds-lcuori-Er6O7L-N°LPN-003-2018-2/4,Er6O7L-002-2019,Er6O7L-002-2019,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-054-2018-1,ocds-lcuori-yRlm9r-CM-UNACIFOR-FEBRERO-054-2018-1/4,yRlm9r-CM-UNACIFOR-FEBRERO-054-2018,yRlm9r-CM-UNACIFOR-FEBRERO-054-2018,,G7GXMRV,Banco del País S.A.
ocds-lcuori-grxELe-CD-062-2017-2,ocds-lcuori-grxELe-CD-062-2017-2/3,grxELe-062-2017,grxELe-062-2017,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-068-2018-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-068-2018-1/4,vGZKAR-UTM CONT 166-2018,vGZKAR-UTM CONT 166-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-WRzdbL-LP-0005-2017-HT-2,ocds-lcuori-WRzdbL-LP-0005-2017-HT-2/3,WRzdbL-012-2018,WRzdbL-012-2018,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-ZGqW9r-LPN-007-IPM-2018-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2018-2/3,ZGqW9r-LPN-007-IPM-2018,ZGqW9r-LPN-007-IPM-2018,suretyBond,GPGJALo,"Banco Azteca de Honduras, S.A."
ocds-lcuori-lRoK2R-CD-DARA-GA-UC-003-2018-2,ocds-lcuori-lRoK2R-CD-DARA-GA-UC-003-2018-2/3,lRoK2R-DARA-007-2018,lRoK2R-DARA-007-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-1RaEMR-LP-0012-2018-2,ocds-lcuori-1RaEMR-LP-0012-2018-2/3,1RaEMR-LP-0012-2018,1RaEMR-LP-0012-2018,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-WRz0xL-LPN-SAR-004-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-004-2018-2/4,WRz0xL-SAR-DNAF-022-2018,WRz0xL-SAR-DNAF-022-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-069-2018-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-069-2018-1/4,vGZKAR-UTM CONT 169-2018,vGZKAR-UTM CONT 169-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-ZGqW9r-LPP-002-IPM-2018-2,ocds-lcuori-ZGqW9r-LPP-002-IPM-2018-2/3,ZGqW9r-LPP-002-IPM-2018,ZGqW9r-LPP-002-IPM-2018,suretyBond,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-jRDkVG-LP-09-2018-2,ocds-lcuori-jRDkVG-LP-09-2018-2/3,jRDkVG-LP-09-2018,jRDkVG-LP-09-2018,check,GgGy4LO,Banco Banrural
ocds-lcuori-lRoK2R-CM-DARA-C-251-2018-1,ocds-lcuori-lRoK2R-CM-DARA-C-251-2018-1/3,lRoK2R-C-DARA-026-2018,lRoK2R-C-DARA-026-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-WRz0xL-LPN-SAR-008-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-008-2018-2/3,WRz0xL-SAR-DNAF-020-2018,WRz0xL-SAR-DNAF-020-2018,suretyBond,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-WRz0xL-LPN-SAR-008-2018-2,ocds-lcuori-WRz0xL-LPN-SAR-008-2018-2/3,WRz0xL-SAR-DNAF-021-2018,WRz0xL-SAR-DNAF-021-2018,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-WRzdbL-LP-0006-2018-HT-2,ocds-lcuori-WRzdbL-LP-0006-2018-HT-2/3,WRzdbL-013-2018,WRzdbL-013-2018,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-grxXEr-LP.027-18-2,ocds-lcuori-grxXEr-LP.027-18-2/3,grxXEr-3183,grxXEr-3183,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-WRzdbL-LP-0007-2018-HT-2,ocds-lcuori-WRzdbL-LP-0007-2018-HT-2/3,WRzdbL-014-2018,WRzdbL-014-2018,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-JL7W2L-LP 014-2018-2,ocds-lcuori-JL7W2L-LP 014-2018-2/4,JL7W2L-014-2018,JL7W2L-014-2018,check,GorvDGM,Banco Hondureño del Café S.A.
ocds-lcuori-WRzdbL-LP-0008-2018-HT-2,ocds-lcuori-WRzdbL-LP-0008-2018-HT-2/3,WRzdbL-15-18,WRzdbL-15-18,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-grxXEr-LP. 028-18-2,ocds-lcuori-grxXEr-LP. 028-18-2/3,grxXEr-3184,grxXEr-3184,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-grxXEr-L.P. 044-2018-2,ocds-lcuori-grxXEr-L.P. 044-2018-2/3,grxXEr-3222,grxXEr-3222,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-7GXMRV-LPN-002-DGOP-FITT-EE.PP.-2018-2,ocds-lcuori-7GXMRV-LPN-002-DGOP-FITT-EE.PP.-2018-2/3,7GXMRV-013-CO-FITT-DGOP-INSEP-2018,7GXMRV-013-CO-FITT-DGOP-INSEP-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXMRV-LPN-003-DGOP-FITT-EE.PP.-2018-2,ocds-lcuori-7GXMRV-LPN-003-DGOP-FITT-EE.PP.-2018-2/3,7GXMRV-009-CO-FITT-DGOP-INSEP-2018,7GXMRV-009-CO-FITT-DGOP-INSEP-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXMRV-LPN-004-DGOP-FITT-EE.PP.-2018-2,ocds-lcuori-7GXMRV-LPN-004-DGOP-FITT-EE.PP.-2018-2/3,7GXMRV-010-CO-FITT-DGOP-INSEP-2018,7GXMRV-010-CO-FITT-DGOP-INSEP-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXMRV-LP-033-DGOP-OO.UU.-2018-2,ocds-lcuori-7GXMRV-LP-033-DGOP-OO.UU.-2018-2/3,7GXMRV-032-CO-DGOP-INSEP-2018,7GXMRV-032-CO-DGOP-INSEP-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXMRV-LP-034-DGOP-OO.UU.-2018-2,ocds-lcuori-7GXMRV-LP-034-DGOP-OO.UU.-2018-2/3,7GXMRV-033-CO-DGOP-INSEP-2018,7GXMRV-033-CO-DGOP-INSEP-2018,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-PLeQ0L-COM-MEP-139-18-1,ocds-lcuori-PLeQ0L-COM-MEP-139-18-1/3,PLeQ0L-COM-MEP-139-18,PLeQ0L-COM-MEP-139-18,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-7GXMRV-LP-036-DGOP-OOUU-2018-2,ocds-lcuori-7GXMRV-LP-036-DGOP-OOUU-2018-2/3,7GXMRV-034-CO-DGOP-INSEP-20118,7GXMRV-034-CO-DGOP-INSEP-20118,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXMRV-LP-040-DGOP-OO.UU.-2018-2,ocds-lcuori-7GXMRV-LP-040-DGOP-OO.UU.-2018-2/3,7GXMRV-035-CO-DGOP-INSEP-2018,7GXMRV-035-CO-DGOP-INSEP-2018,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-1RaMPR-SBMC-DCPV-015-2018-2,ocds-lcuori-1RaMPR-SBMC-DCPV-015-2018-2/5,1RaMPR-C-MCA-H-INVEST-H-DCPV-044-2019,1RaMPR-C-MCA-H-INVEST-H-DCPV-044-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-1RaMPR-SBMC-DCPV-015-2018-2,ocds-lcuori-1RaMPR-SBMC-DCPV-015-2018-2/5,1RaMPR-C-MCA-H-INVEST-H-DCPV-047-2019,1RaMPR-C-MCA-H-INVEST-H-DCPV-047-2019,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-1RaMPR-SBMC-DCPV-015-2018-2,ocds-lcuori-1RaMPR-SBMC-DCPV-015-2018-2/5,1RaMPR-C-MCA-H-INVEST-H-DCPV-049-2019,1RaMPR-C-MCA-H-INVEST-H-DCPV-049-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
