ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-wrVggL-CM-005-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-005-CHOLU-2020-1/4,wrVggL-CM-005-CHOLU-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gGyzvR-CBH-CBO-002-2020-1,ocds-lcuori-gGyzvR-CBH-CBO-002-2020-1/3,gGyzvR-CBH-CBO-002-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV6dr-Consultoria:  evaluación y diseño de la planificac-2,ocds-lcuori-wrV6dr-Consultoria:  evaluación y diseño de la planificac-2/2,wrV6dr-Consultoria:  evaluación y diseño de la planificac-2,2.0-FNLPKrv,Donación,FNLPKrv,Unión Europea
ocds-lcuori-jRDkQG-CM-008-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-008-2020-HNMCR-2/4,jRDkQG-CM-008-2020-HNMCR-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-009-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-009-2020-HNMCR-2/4,jRDkQG-CM-009-2020-HNMCR-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-012-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-012-2020-HNMCR-2/4,jRDkQG-CM-012-2020-HNMCR-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-014-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-014-2020-HNMCR-2/4,jRDkQG-CM-014-2020-HNMCR-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-CM-026-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-026-2020-HNMCR-2/4,jRDkQG-CM-026-2020-HNMCR-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3n9L-LPN 001 FUNDAGES HEAC-2,ocds-lcuori-7G3n9L-LPN 001 FUNDAGES HEAC-2/2,7G3n9L-LPN 001 FUNDAGES HEAC-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-50001178-TEG-1,ocds-lcuori-vGZWNR-50001178-TEG-1/3,vGZWNR-50001178-TEG-1,1-FgLkyRb,Recursos Nacionales,FgLkyRb,Hispano-Hondureño
ocds-lcuori-PR8dYR-LP 003-2020-2,ocds-lcuori-PR8dYR-LP 003-2020-2/4,PR8dYR-LP 003-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LA41r-Proceso UMASG-LP-01-2020 -2,ocds-lcuori-2LA41r-Proceso UMASG-LP-01-2020 -2/2,2LA41r-Proceso UMASG-LP-01-2020 -2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjYzr-CM-003-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-003-MSFYC-2020-1/3,oLjYzr-CM-003-MSFYC-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjYzr-CM-006-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-006-MSFYC-2020-1/4,oLjYzr-CM-006-MSFYC-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JL7BPr-CM-001-ESTACION LOCAL EL PORVENIR-2020-1,ocds-lcuori-JL7BPr-CM-001-ESTACION LOCAL EL PORVENIR-2020-1/6,JL7BPr-CM-001-ESTACION LOCAL EL PORVENIR-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-oLjYzr-CM-007-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-007-MSFYC-2020-1/4,oLjYzr-CM-007-MSFYC-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-35-2020-2,ocds-lcuori-4LOxWG-35-2020-2/2,4LOxWG-35-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLekaR-HND-001-B-001-2020-2,ocds-lcuori-PLekaR-HND-001-B-001-2020-2/2,PLekaR-HND-001-B-001-2020-2,2.0-F7G3yrQ,Donación,F7G3yrQ,España
ocds-lcuori-DRW55L-01-CM-SETUR-2020-1,ocds-lcuori-DRW55L-01-CM-SETUR-2020-1/3,DRW55L-01-CM-SETUR-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30011642-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011642-IHSS-SPS-1/3,vGZWNR-30011642-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JL7JBr-CM-15-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-15-HBCBHR-2020-1/2,JL7JBr-CM-15-HBCBHR-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-gLnw4G-HB-015-2020-1,ocds-lcuori-gLnw4G-HB-015-2020-1/4,gLnw4G-HB-015-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDVyL-Concurso Privado 001-2020-2,ocds-lcuori-jRDVyL-Concurso Privado 001-2020-2/2,jRDVyL-Concurso Privado 001-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2Lmz0G-CM-013-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-013-BNP-2020-1/4,2Lmz0G-CM-013-BNP-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-10006521-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006521-IHSS-SPS-1/3,vGZWNR-10006521-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30011568-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011568-IHSS-SPS-1/4,vGZWNR-30011568-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30011575-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011575-IHSS-SPS-1/4,vGZWNR-30011575-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30011588-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011588-IHSS-SPS-1/4,vGZWNR-30011588-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-30011598-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011598-IHSS-SPS-1/4,vGZWNR-30011598-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-10006526-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006526-IHSS-SPS-1/4,vGZWNR-10006526-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVwAL-LPN-MUNINAC-03-2020-2,ocds-lcuori-wrVwAL-LPN-MUNINAC-03-2020-2/2,wrVwAL-LPN-MUNINAC-03-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDYor-CP-001-SEDIS-2020-2,ocds-lcuori-jRDYor-CP-001-SEDIS-2020-2/2,jRDYor-CP-001-SEDIS-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GX4eG-INE-002-2020-1,ocds-lcuori-7GX4eG-INE-002-2020-1/3,7GX4eG-INE-002-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-BRT-255-SCC-CF-AMDC-BID-OFID-01-20-2,ocds-lcuori-2LmqDL-BRT-255-SCC-CF-AMDC-BID-OFID-01-20-2/2,2LmqDL-BRT-255-SCC-CF-AMDC-BID-OFID-01-20-2,3.0-FkG1DLQ,Prestamo,FkG1DLQ,OPEP
ocds-lcuori-PR8Q5r-34-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-34-CM-IHT-2020-1/3,PR8Q5r-34-CM-IHT-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8Q5r-26-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-26-CM-IHT-2020-1/3,PR8Q5r-26-CM-IHT-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-10006530-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006530-IHSS-SPS-1/3,vGZWNR-10006530-IHSS-SPS-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 003-2020-2,ocds-lcuori-7GX7XL-GESALUD-BID 4619-EI 003-2020-2/3,7GX7XL-GESALUD-BID 4619-EI 003-2020-2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-0rw29R-CM-014-2020-1,ocds-lcuori-0rw29R-CM-014-2020-1/2,0rw29R-CM-014-2020-1,1-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-0rw29R-CM-22-2020-1,ocds-lcuori-0rw29R-CM-22-2020-1/2,0rw29R-CM-22-2020-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-jRDkQG-CM-038-2020-HMCR-2,ocds-lcuori-jRDkQG-CM-038-2020-HMCR-2/2,jRDkQG-CM-038-2020-HMCR-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-001-2020-2,ocds-lcuori-MrMagr-LP-001-2020-2/2,MrMagr-LP-001-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-003-2020-2,ocds-lcuori-MrMagr-LP-003-2020-2/2,MrMagr-LP-003-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-004-2020-2,ocds-lcuori-MrMagr-LP-004-2020-2/2,MrMagr-LP-004-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-006-2020-2,ocds-lcuori-MrMagr-LP-006-2020-2/2,MrMagr-LP-006-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-007-2020-2,ocds-lcuori-MrMagr-LP-007-2020-2/2,MrMagr-LP-007-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-008-2020-2,ocds-lcuori-MrMagr-LP-008-2020-2/2,MrMagr-LP-008-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-009-2020-2,ocds-lcuori-MrMagr-LP-009-2020-2/2,MrMagr-LP-009-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NLP5KG-CP 003 SEDUC UEP 2020 -2,ocds-lcuori-NLP5KG-CP 003 SEDUC UEP 2020 -2/2,NLP5KG-CP 003 SEDUC UEP 2020 -2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-MLQPmr-LPN-PGR-001-2020-2,ocds-lcuori-MLQPmr-LPN-PGR-001-2020-2/3,MLQPmr-LPN-PGR-001-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8Q5r-49-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-49-CM-IHT-2020-1/3,PR8Q5r-49-CM-IHT-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-L.P. 003-2020-2,ocds-lcuori-grxXEr-L.P. 003-2020-2/3,grxXEr-L.P. 003-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-COT. 02-2020-1,ocds-lcuori-grxXEr-COT. 02-2020-1/3,grxXEr-COT. 02-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-011-2020-2,ocds-lcuori-MrMagr-LP-011-2020-2/2,MrMagr-LP-011-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-012-2020-2,ocds-lcuori-MrMagr-LP-012-2020-2/2,MrMagr-LP-012-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-015-2020-2,ocds-lcuori-MrMagr-LP-015-2020-2/2,MrMagr-LP-015-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-017-2020-2,ocds-lcuori-MrMagr-LP-017-2020-2/2,MrMagr-LP-017-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-018-2020-2,ocds-lcuori-MrMagr-LP-018-2020-2/2,MrMagr-LP-018-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-019-2020-2,ocds-lcuori-MrMagr-LP-019-2020-2/2,MrMagr-LP-019-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-022-2020-2,ocds-lcuori-MrMagr-LP-022-2020-2/2,MrMagr-LP-022-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-024-2020-2,ocds-lcuori-MrMagr-LP-024-2020-2/2,MrMagr-LP-024-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrMagr-LP-025-2020-2,ocds-lcuori-MrMagr-LP-025-2020-2/2,MrMagr-LP-025-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-DRW55L-02-CM-SETUR-2020-1,ocds-lcuori-DRW55L-02-CM-SETUR-2020-1/3,DRW55L-02-CM-SETUR-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaDr-LP-16-004-2020-HEP-2,ocds-lcuori-ERpaDr-LP-16-004-2020-HEP-2/3,ERpaDr-LP-16-004-2020-HEP-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-012-2020-2,ocds-lcuori-PLe6mG-HSR-LP-012-2020-2/2,PLe6mG-HSR-LP-012-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-016-2020-2,ocds-lcuori-PLe6mG-HSR-LP-016-2020-2/2,PLe6mG-HSR-LP-016-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-013-2020-2,ocds-lcuori-PLe6mG-HSR-LP-013-2020-2/3,PLe6mG-HSR-LP-013-2020-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-015-2020-2,ocds-lcuori-PLe6mG-HSR-LP-015-2020-2/2,PLe6mG-HSR-LP-015-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-001-2020-2,ocds-lcuori-PLe6mG-HSR-LP-001-2020-2/3,PLe6mG-HSR-LP-001-2020-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-002-2020-2,ocds-lcuori-PLe6mG-HSR-LP-002-2020-2/4,PLe6mG-HSR-LP-002-2020-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-003-2020-2,ocds-lcuori-PLe6mG-HSR-LP-003-2020-2/3,PLe6mG-HSR-LP-003-2020-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-LP-004-2020-2,ocds-lcuori-PLe6mG-HSR-LP-004-2020-2/2,PLe6mG-HSR-LP-004-2020-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLe6mG-HSR-005-2020-1,ocds-lcuori-PLe6mG-HSR-005-2020-1/3,PLe6mG-HSR-005-2020-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
