ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-orvDGM-Licitación Publica Nacional -2,ocds-lcuori-orvDGM-Licitación Publica Nacional -2/3,orvDGM-Licitación Publica Nacional -2,orvDGM-Licitación Publica Nacional -2,800.0,document
ocds-lcuori-DRWQ0L-HONDUCOR-LPN-0002-2015-2,ocds-lcuori-DRWQ0L-HONDUCOR-LPN-0002-2015-2/3,DRWQ0L-HONDUCOR-LPN-0002-2015-2,DRWQ0L-HONDUCOR-LPN-0002-2015-2,500.0,document
ocds-lcuori-0rwm9G-LP 001-2015-2,ocds-lcuori-0rwm9G-LP 001-2015-2/3,0rwm9G-LP 001-2015-2,0rwm9G-LP 001-2015-2,2000.0,document
ocds-lcuori-2LmqDL-COT-02-AMDC-12-2015-2,ocds-lcuori-2LmqDL-COT-02-AMDC-12-2015-2/3,2LmqDL-COT-02-AMDC-12-2015-2,2LmqDL-COT-02-AMDC-12-2015-2,200.0,document
ocds-lcuori-1RaEMR-licitacion 002-2015-2,ocds-lcuori-1RaEMR-licitacion 002-2015-2/3,1RaEMR-licitacion 002-2015-2,1RaEMR-licitacion 002-2015-2,150.0,document
ocds-lcuori-1RaEMR-Licitacion 003-2015-2,ocds-lcuori-1RaEMR-Licitacion 003-2015-2/3,1RaEMR-Licitacion 003-2015-2,1RaEMR-Licitacion 003-2015-2,150.0,document
ocds-lcuori-2Lm6KG-LPN-AMBG-01-2015-2,ocds-lcuori-2Lm6KG-LPN-AMBG-01-2015-2/3,2Lm6KG-LPN-AMBG-01-2015-2,2Lm6KG-LPN-AMBG-01-2015-2,1000.0,document
ocds-lcuori-1RaEMR-Licitacion 006-2015-2,ocds-lcuori-1RaEMR-Licitacion 006-2015-2/3,1RaEMR-Licitacion 006-2015-2,1RaEMR-Licitacion 006-2015-2,150.0,document
ocds-lcuori-2LmqDL-CPrNO-DISEÑO-01-AMDC-03-2015-2,ocds-lcuori-2LmqDL-CPrNO-DISEÑO-01-AMDC-03-2015-2/4,2LmqDL-CPrNO-DISEÑO-01-AMDC-03-2015-2,2LmqDL-CPrNO-DISEÑO-01-AMDC-03-2015-2,200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-09-2015-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-09-2015-2/3,wrV3LP-LPR-IDECOAS-FHIS-09-2015-2,wrV3LP-LPR-IDECOAS-FHIS-09-2015-2,300.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-05-2015-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-05-2015-2/3,wrV3LP-COT-IDECOAS-FHIS-05-2015-2,wrV3LP-COT-IDECOAS-FHIS-05-2015-2,300.0,document
ocds-lcuori-0rwYG8-DFINH-001-2015-2,ocds-lcuori-0rwYG8-DFINH-001-2015-2/3,0rwYG8-DFINH-001-2015-2,0rwYG8-DFINH-001-2015-2,2000.0,document
ocds-lcuori-wrVJ9r-LPN 001-2015-2,ocds-lcuori-wrVJ9r-LPN 001-2015-2/3,wrVJ9r-LPN 001-2015-2,wrVJ9r-LPN 001-2015-2,100.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-10-2015-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-10-2015-2/4,wrV3LP-LPR-IDECOAS-FHIS-10-2015-2,wrV3LP-LPR-IDECOAS-FHIS-10-2015-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-15-AMDC-21-2015-2,ocds-lcuori-2LmqDL-LPrNO-15-AMDC-21-2015-2/3,2LmqDL-LPrNO-15-AMDC-21-2015-2,2LmqDL-LPrNO-15-AMDC-21-2015-2,200.0,document
ocds-lcuori-2LmqDL-LPrNBS-03-AMDC-26-2015-2,ocds-lcuori-2LmqDL-LPrNBS-03-AMDC-26-2015-2/3,2LmqDL-LPrNBS-03-AMDC-26-2015-2,2LmqDL-LPrNBS-03-AMDC-26-2015-2,200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-13-2015-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-13-2015-2/3,wrV3LP-LPR-IDECOAS-FHIS-13-2015-2,wrV3LP-LPR-IDECOAS-FHIS-13-2015-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-07-2015 2do-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-07-2015 2do-2/3,wrV3LP-LPR-IDECOAS-FHIS-07-2015 2do-2,wrV3LP-LPR-IDECOAS-FHIS-07-2015 2do-2,300.0,document
ocds-lcuori-gRNmEG-LPI-N:01/2015-2,ocds-lcuori-gRNmEG-LPI-N:01/2015-2/3,gRNmEG-LPI-N:01/2015-2,gRNmEG-LPI-N:01/2015-2,10000.0,document
ocds-lcuori-2LmqDL-LPuNO-05-AMDC-40-2015-2,ocds-lcuori-2LmqDL-LPuNO-05-AMDC-40-2015-2/4,2LmqDL-LPuNO-05-AMDC-40-2015-2,2LmqDL-LPuNO-05-AMDC-40-2015-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-59-AMDC-86-2015-2,ocds-lcuori-2LmqDL-LPrNO-59-AMDC-86-2015-2/3,2LmqDL-LPrNO-59-AMDC-86-2015-2,2LmqDL-LPrNO-59-AMDC-86-2015-2,200.0,document
ocds-lcuori-2LmqDL-COT-04-AMDC-41-2015-2,ocds-lcuori-2LmqDL-COT-04-AMDC-41-2015-2/3,2LmqDL-COT-04-AMDC-41-2015-2,2LmqDL-COT-04-AMDC-41-2015-2,200.0,document
ocds-lcuori-7G3Myr-1257-HSP-2015-2,ocds-lcuori-7G3Myr-1257-HSP-2015-2/3,7G3Myr-1257-HSP-2015-2,7G3Myr-1257-HSP-2015-2,248210.34,document
