ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-2LmqDL-LPrNO-27-AMDC-29-2017-2,ocds-lcuori-2LmqDL-LPrNO-27-AMDC-29-2017-2/3,2LmqDL-LPrNO-27-AMDC-29-2017-2,2LmqDL-LPrNO-27-AMDC-29-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-26-AMDC-28-2017-2,ocds-lcuori-2LmqDL-LPrNO-26-AMDC-28-2017-2/3,2LmqDL-LPrNO-26-AMDC-28-2017-2,2LmqDL-LPrNO-26-AMDC-28-2017-2,200.0,document
ocds-lcuori-orvkNL-LPN NO.24-2016-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN NO.24-2016-SEAF-UNAH-2/3,orvkNL-LPN NO.24-2016-SEAF-UNAH-2,orvkNL-LPN NO.24-2016-SEAF-UNAH-2,500.0,document
ocds-lcuori-orvOoL-LPN-No. 06-2017-HEU-ST-2,ocds-lcuori-orvOoL-LPN-No. 06-2017-HEU-ST-2/3,orvOoL-LPN-No. 06-2017-HEU-ST-2,orvOoL-LPN-No. 06-2017-HEU-ST-2,500.0,document
ocds-lcuori-7rBxpG-LPrivada No.11-2016-2,ocds-lcuori-7rBxpG-LPrivada No.11-2016-2/3,7rBxpG-LPrivada No.11-2016-2,7rBxpG-LPrivada No.11-2016-2,1200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-18-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-18-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-18-2017-2,wrV3LP-LPR-IDECOAS-FHIS-18-2017-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-17-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-17-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-17-2017-2,wrV3LP-LPR-IDECOAS-FHIS-17-2017-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-19-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-19-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-19-2017-2,wrV3LP-LPR-IDECOAS-FHIS-19-2017-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-20-2017-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-20-2017-2/3,wrV3LP-LPR-IDECOAS-FHIS-20-2017-2,wrV3LP-LPR-IDECOAS-FHIS-20-2017-2,300.0,document
ocds-lcuori-7rBxpG-LPrivada No.12-2016-2,ocds-lcuori-7rBxpG-LPrivada No.12-2016-2/3,7rBxpG-LPrivada No.12-2016-2,7rBxpG-LPrivada No.12-2016-2,1200.0,document
ocds-lcuori-MrMPYR-LPN-CNBS-02-2017-2,ocds-lcuori-MrMPYR-LPN-CNBS-02-2017-2/4,MrMPYR-LPN-CNBS-02-2017-2,MrMPYR-LPN-CNBS-02-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-28-AMDC-30-2017-2,ocds-lcuori-2LmqDL-LPrNO-28-AMDC-30-2017-2/3,2LmqDL-LPrNO-28-AMDC-30-2017-2,2LmqDL-LPrNO-28-AMDC-30-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-76-AMDC-85-2017-2,ocds-lcuori-2LmqDL-LPrNO-76-AMDC-85-2017-2/3,2LmqDL-LPrNO-76-AMDC-85-2017-2,2LmqDL-LPrNO-76-AMDC-85-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-75-AMDC-84-2017-2,ocds-lcuori-2LmqDL-LPrNO-75-AMDC-84-2017-2/3,2LmqDL-LPrNO-75-AMDC-84-2017-2,2LmqDL-LPrNO-75-AMDC-84-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-77-AMDC-86-2017-2,ocds-lcuori-2LmqDL-LPrNO-77-AMDC-86-2017-2/3,2LmqDL-LPrNO-77-AMDC-86-2017-2,2LmqDL-LPrNO-77-AMDC-86-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-78-AMDC-87-2017-2,ocds-lcuori-2LmqDL-LPrNO-78-AMDC-87-2017-2/3,2LmqDL-LPrNO-78-AMDC-87-2017-2,2LmqDL-LPrNO-78-AMDC-87-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-79-AMDC-88-2017-2,ocds-lcuori-2LmqDL-LPrNO-79-AMDC-88-2017-2/3,2LmqDL-LPrNO-79-AMDC-88-2017-2,2LmqDL-LPrNO-79-AMDC-88-2017-2,200.0,document
ocds-lcuori-vGZWNR-LPN-004-2017-2,ocds-lcuori-vGZWNR-LPN-004-2017-2/3,vGZWNR-LPN-004-2017-2,vGZWNR-LPN-004-2017-2,300.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-04-2017-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-04-2017-2/3,wrV3LP-COT-IDECOAS-FHIS-04-2017-2,wrV3LP-COT-IDECOAS-FHIS-04-2017-2,300.0,document
ocds-lcuori-7rBxpG-LPrivada No.10-2016-2,ocds-lcuori-7rBxpG-LPrivada No.10-2016-2/3,7rBxpG-LPrivada No.10-2016-2,7rBxpG-LPrivada No.10-2016-2,1200.0,document
ocds-lcuori-orvOoL-LPN-No.03-2017-HEU-ARLC-2,ocds-lcuori-orvOoL-LPN-No.03-2017-HEU-ARLC-2/3,orvOoL-LPN-No.03-2017-HEU-ARLC-2,orvOoL-LPN-No.03-2017-HEU-ARLC-2,500.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-02-2017-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-02-2017-2/3,wrV3LP-COT-IDECOAS-FHIS-02-2017-2,wrV3LP-COT-IDECOAS-FHIS-02-2017-2,300.0,document
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-21-2017-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-21-2017-2/3,mGE4eL-LPR-IDECOAS-FHIS-21-2017-2,mGE4eL-LPR-IDECOAS-FHIS-21-2017-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-07-2017 2º PROCESO-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-07-2017 2º PROCESO-2/3,wrV3LP-LPR-IDECOAS-FHIS-07-2017 2º PROCESO-2,wrV3LP-LPR-IDECOAS-FHIS-07-2017 2º PROCESO-2,300.0,document
ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-05-2017-2,ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-05-2017-2/3,mGE4eL-COT-IDECOAS-FHIS-05-2017-2,mGE4eL-COT-IDECOAS-FHIS-05-2017-2,300.0,document
ocds-lcuori-2LmqDL-LPrNO-47-AMDC-51-2017-2,ocds-lcuori-2LmqDL-LPrNO-47-AMDC-51-2017-2/3,2LmqDL-LPrNO-47-AMDC-51-2017-2,2LmqDL-LPrNO-47-AMDC-51-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-48-AMDC-52-2017-2,ocds-lcuori-2LmqDL-LPrNO-48-AMDC-52-2017-2/3,2LmqDL-LPrNO-48-AMDC-52-2017-2,2LmqDL-LPrNO-48-AMDC-52-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-49-AMDC-53-2017-2,ocds-lcuori-2LmqDL-LPrNO-49-AMDC-53-2017-2/3,2LmqDL-LPrNO-49-AMDC-53-2017-2,2LmqDL-LPrNO-49-AMDC-53-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-50-AMDC-54-2017-2,ocds-lcuori-2LmqDL-LPrNO-50-AMDC-54-2017-2/3,2LmqDL-LPrNO-50-AMDC-54-2017-2,2LmqDL-LPrNO-50-AMDC-54-2017-2,200.0,document
ocds-lcuori-MrMllR-LPN-AMENY-001-2017-2,ocds-lcuori-MrMllR-LPN-AMENY-001-2017-2/3,MrMllR-LPN-AMENY-001-2017-2,MrMllR-LPN-AMENY-001-2017-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-51-AMDC-55-2017-2,ocds-lcuori-2LmqDL-LPrNO-51-AMDC-55-2017-2/3,2LmqDL-LPrNO-51-AMDC-55-2017-2,2LmqDL-LPrNO-51-AMDC-55-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-52-AMDC-56-2017-2,ocds-lcuori-2LmqDL-LPrNO-52-AMDC-56-2017-2/3,2LmqDL-LPrNO-52-AMDC-56-2017-2,2LmqDL-LPrNO-52-AMDC-56-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-67-AMDC-74-2017-2,ocds-lcuori-2LmqDL-LPrNO-67-AMDC-74-2017-2/3,2LmqDL-LPrNO-67-AMDC-74-2017-2,2LmqDL-LPrNO-67-AMDC-74-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-68-AMDC-75-2017-2,ocds-lcuori-2LmqDL-LPrNO-68-AMDC-75-2017-2/3,2LmqDL-LPrNO-68-AMDC-75-2017-2,2LmqDL-LPrNO-68-AMDC-75-2017-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-69-AMDC-76-2017-2,ocds-lcuori-2LmqDL-LPrNO-69-AMDC-76-2017-2/3,2LmqDL-LPrNO-69-AMDC-76-2017-2,2LmqDL-LPrNO-69-AMDC-76-2017-2,200.0,document
