ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name,planning/budget/budgetBreakdown/0/description
ocds-lcuori-PR8ooG-CM-156-CONAPID-2019-1,ocds-lcuori-PR8ooG-CM-156-CONAPID-2019-1/5,PR8ooG-CM-156-CONAPID-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxELe-606-2019-SAG-1,ocds-lcuori-grxELe-606-2019-SAG-1/2,grxELe-606-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Er6QoR-CM-033-LV-2019-1,ocds-lcuori-Er6QoR-CM-033-LV-2019-1/2,Er6QoR-CM-033-LV-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpaDr-LP47-19-HEP-2,ocds-lcuori-ERpaDr-LP47-19-HEP-2/5,ERpaDr-LP47-19-HEP-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxELe-319-2019-SAG-1,ocds-lcuori-grxELe-319-2019-SAG-1/5,grxELe-319-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8ooG-CM-169-CONAPID-2019-1,ocds-lcuori-PR8ooG-CM-169-CONAPID-2019-1/5,PR8ooG-CM-169-CONAPID-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0810-P-0639-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0810-P-0639-2019-1/2,Zr5B9L-CM-SESAL-NC-0810-P-0639-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-NrdVGA-LPN-007-DGME-DGA-SE-2019-2,ocds-lcuori-NrdVGA-LPN-007-DGME-DGA-SE-2019-2/5,NrdVGA-LPN-007-DGME-DGA-SE-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDYor-CM-102-SEDIS-2019-1,ocds-lcuori-jRDYor-CM-102-SEDIS-2019-1/5,jRDYor-CM-102-SEDIS-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2,ocds-lcuori-mGEMGM-LPN-SEFIN-004-2019-2/6,mGEMGM-LPN-SEFIN-004-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3n9L-LP 005-2019 FUNDAGES HEAC-2,ocds-lcuori-7G3n9L-LP 005-2019 FUNDAGES HEAC-2/4,7G3n9L-LP 005-2019 FUNDAGES HEAC-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDA5r-SOLICITUD748-1,ocds-lcuori-jRDA5r-SOLICITUD748-1/5,jRDA5r-SOLICITUD748-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8ooG-CM-174-CONAPID-2019-1,ocds-lcuori-PR8ooG-CM-174-CONAPID-2019-1/5,PR8ooG-CM-174-CONAPID-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpoAG-HBCBC-CM-063-2019-1,ocds-lcuori-ERpoAG-HBCBC-CM-063-2019-1/5,ERpoAG-HBCBC-CM-063-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-EF-030-2BPMOP-2019-1,ocds-lcuori-wrV53R-EF-030-2BPMOP-2019-1/5,wrV53R-EF-030-2BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRz0xL-CM-SAR-240-2019-1,ocds-lcuori-WRz0xL-CM-SAR-240-2019-1/5,WRz0xL-CM-SAR-240-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-030-UME-6TO-BPMOP-2019-1,ocds-lcuori-wrV53R-030-UME-6TO-BPMOP-2019-1/5,wrV53R-030-UME-6TO-BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-033-PF-6TO-BPMOP-2019-1,ocds-lcuori-wrV53R-033-PF-6TO-BPMOP-2019-1/6,wrV53R-033-PF-6TO-BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-036-5TO BPMOP-2019-1,ocds-lcuori-wrV53R-036-5TO BPMOP-2019-1/5,wrV53R-036-5TO BPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-030-9BTNPMOP-2019-1,ocds-lcuori-wrV53R-030-9BTNPMOP-2019-1/5,wrV53R-030-9BTNPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-032-BTNPMOP-2019-1,ocds-lcuori-wrV53R-032-BTNPMOP-2019-1/5,wrV53R-032-BTNPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvPDG-LP-052-HGA-2019-2,ocds-lcuori-orvPDG-LP-052-HGA-2019-2/5,orvPDG-LP-052-HGA-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2,ocds-lcuori-WRzbRe-LPR-044-DGC-UATSV-2019-2/6,WRzbRe-LPR-044-DGC-UATSV-2019-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-030-UDEIP-INSEP-2019-2/4,kR05rP-LPR-030-UDEIP-INSEP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpaDr-LP-16-069-2019-2,ocds-lcuori-ERpaDr-LP-16-069-2019-2/2,ERpaDr-LP-16-069-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orveZR-LP-RDC-20-2019-2,ocds-lcuori-orveZR-LP-RDC-20-2019-2/3,orveZR-LP-RDC-20-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2,ocds-lcuori-2Lm5KL-construccion de calle con Concreto Hidraulico-2/2,2Lm5KL-construccion de calle con Concreto Hidraulico-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2,ocds-lcuori-jRDkQG-CM-265-2019-HMCR--2/4,jRDkQG-CM-265-2019-HMCR--2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rw34r-AMPC-CBM-CM-055-2019-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-055-2019-1/4,0rw34r-AMPC-CBM-CM-055-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZKAR-CM-AMD-CS-889-2019-1,ocds-lcuori-vGZKAR-CM-AMD-CS-889-2019-1/6,vGZKAR-CM-AMD-CS-889-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7rBxpG-LPública No.23-2019-2,ocds-lcuori-7rBxpG-LPública No.23-2019-2/6,7rBxpG-LPública No.23-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-193-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-193-MSFYC-2019-1/4,oLjYzr-CM-193-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3oBG-CM11-RMSPS-19-1,ocds-lcuori-7G3oBG-CM11-RMSPS-19-1/4,7G3oBG-CM11-RMSPS-19-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-031-2019-HGS-2/5,MLQnAG-LPriv-031-2019-HGS-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-592-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-592-SDN-SGRMSG-2019-1/2,mrYQZr-CM-592-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-594-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-594-SDN-SGRMSG-2019-1/2,mrYQZr-CM-594-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-XRbOkr-CS-CSJ-2019-0833-1,ocds-lcuori-XRbOkr-CS-CSJ-2019-0833-1/3,XRbOkr-CS-CSJ-2019-0833-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv-038-2019-HGS-2/4,MLQnAG-LPriv-038-2019-HGS-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rwYG8-SOLPED-30000660-1,ocds-lcuori-0rwYG8-SOLPED-30000660-1/2,0rwYG8-SOLPED-30000660-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvPDG-LP-064-HGA-2019-2,ocds-lcuori-orvPDG-LP-064-HGA-2019-2/5,orvPDG-LP-064-HGA-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2,ocds-lcuori-1RaMPR-SCI-16-COMRURAL-2019-2/6,1RaMPR-SCI-16-COMRURAL-2019-2,3.0-F1RalG6,F1RalG6,Banco Mundial,Prestamo
ocds-lcuori-grxx7r-CM-030-BSLV-2019-1,ocds-lcuori-grxx7r-CM-030-BSLV-2019-1/2,grxx7r-CM-030-BSLV-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrVn3r-15-032-2019-2,ocds-lcuori-wrVn3r-15-032-2019-2/4,wrVn3r-15-032-2019-2,2.0-FlRo2G5,FlRo2G5,Entidad,Donación
ocds-lcuori-gRN9jG-lpn SS FAHSL 004-2019-2,ocds-lcuori-gRN9jG-lpn SS FAHSL 004-2019-2/2,gRN9jG-lpn SS FAHSL 004-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2,ocds-lcuori-ZGqW9r-CD-003-IPM-2019-2/2,ZGqW9r-CD-003-IPM-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-702-INP-2019-1,ocds-lcuori-orvwnL-CM-702-INP-2019-1/4,orvwnL-CM-702-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-055-2019-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-055-2019-1/5,MrM6zL-CM-CONEANFO-UAF-055-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8M9r-LPN-IP-004-2019-2,ocds-lcuori-PR8M9r-LPN-IP-004-2019-2/4,PR8M9r-LPN-IP-004-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-PF-053-2DOBPMOP-2019-1,ocds-lcuori-wrV53R-PF-053-2DOBPMOP-2019-1/2,wrV53R-PF-053-2DOBPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDVyL-Concurso Directo 17-2019	-2,ocds-lcuori-jRDVyL-Concurso Directo 17-2019	-2/3,jRDVyL-Concurso Directo 17-2019	-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Er6z7r-CM-CONEANFO-USE-014B-2019-1,ocds-lcuori-Er6z7r-CM-CONEANFO-USE-014B-2019-1/3,Er6z7r-CM-CONEANFO-USE-014B-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpaPr-44-2019-2,ocds-lcuori-ERpaPr-44-2019-2/3,ERpaPr-44-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-yRl6pL-CI-026-SSIS-BID-3371-2019-2,ocds-lcuori-yRl6pL-CI-026-SSIS-BID-3371-2019-2/3,yRl6pL-CI-026-SSIS-BID-3371-2019-2,3.0-FMLQALQ,FMLQALQ,BID,Prestamo
ocds-lcuori-PGJpAr-012-2019-2,ocds-lcuori-PGJpAr-012-2019-2/2,PGJpAr-012-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-Zr5B9L-CM-SESAL-NC-0818-P-0647-2019-1,ocds-lcuori-Zr5B9L-CM-SESAL-NC-0818-P-0647-2019-1/2,Zr5B9L-CM-SESAL-NC-0818-P-0647-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-0rwYG8-SOLPED-10001806-1,ocds-lcuori-0rwYG8-SOLPED-10001806-1/3,0rwYG8-SOLPED-10001806-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-350-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-350-CM-IHT-2019-1/2,PR8Q5r-350-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxXor-LIC 067-2019-2,ocds-lcuori-grxXor-LIC 067-2019-2/2,grxXor-LIC 067-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjXbR-01-CLP-001-MO-2,ocds-lcuori-oLjXbR-01-CLP-001-MO-2/2,oLjXbR-01-CLP-001-MO-2,1.0-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-MLQmwL-CM-252-2019-1,ocds-lcuori-MLQmwL-CM-252-2019-1/4,MLQmwL-CM-252-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30011475-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011475-IHSS-SPS-1/4,vGZWNR-30011475-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-8L47Pr-CD-066-2019-HO-1,ocds-lcuori-8L47Pr-CD-066-2019-HO-1/2,8L47Pr-CD-066-2019-HO-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpaDr-LP-16-051-2019-2,ocds-lcuori-ERpaDr-LP-16-051-2019-2/2,ERpaDr-LP-16-051-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-401-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-401-SDN-SGRMSG-2019-1/4,mrYQZr-CM-401-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GX5MR-COT-046-2019-1,ocds-lcuori-7GX5MR-COT-046-2019-1/4,7GX5MR-COT-046-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-254-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-254-CM-IHT-2019-1/3,PR8Q5r-254-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-616-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-616-SDN-SGRMSG-2019-1/2,mrYQZr-CM-616-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpngL-LP-014-2019-2,ocds-lcuori-ERpngL-LP-014-2019-2/4,ERpngL-LP-014-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLPAVG-2019-204-FN-INAM-1,ocds-lcuori-NLPAVG-2019-204-FN-INAM-1/3,NLPAVG-2019-204-FN-INAM-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXa9R-CMA-UDH-137-2019-1,ocds-lcuori-7GXa9R-CMA-UDH-137-2019-1/3,7GXa9R-CMA-UDH-137-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-565-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-565-SEDUC-2019-1/3,NrdVGA-CM-565-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-408-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-408-SDN-SGRMSG-2019-1/4,mrYQZr-CM-408-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-2LmqDL-LPuNBS-06-AMDC-77-2019-2,ocds-lcuori-2LmqDL-LPuNBS-06-AMDC-77-2019-2/4,2LmqDL-LPuNBS-06-AMDC-77-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-332-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-332-MSFYC-2019-1/4,oLjYzr-CM-332-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-oLjYzr-CM-335-MSFYC-2019-1,ocds-lcuori-oLjYzr-CM-335-MSFYC-2019-1/3,oLjYzr-CM-335-MSFYC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rwYG8-SOLPED- 20002127-1,ocds-lcuori-0rwYG8-SOLPED- 20002127-1/3,0rwYG8-SOLPED- 20002127-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpngL-015-2019-2,ocds-lcuori-ERpngL-015-2019-2/2,ERpngL-015-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-grxELe-385-2019-SAG-1,ocds-lcuori-grxELe-385-2019-SAG-1/4,grxELe-385-2019-SAG-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-CD-IHSS-10006213-2,ocds-lcuori-vGZWNR-CD-IHSS-10006213-2/3,vGZWNR-CD-IHSS-10006213-2,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-lRo9xL-LP-13-2019-2,ocds-lcuori-lRo9xL-LP-13-2019-2/4,lRo9xL-LP-13-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PLekaR-HND-017-B-003-2019-2,ocds-lcuori-PLekaR-HND-017-B-003-2019-2/2,PLekaR-HND-017-B-003-2019-2,2.0-F7G3yrQ,F7G3yrQ,España,Donación
ocds-lcuori-7G3mOr-CM-769-HBCBHSPS-2019-1,ocds-lcuori-7G3mOr-CM-769-HBCBHSPS-2019-1/4,7G3mOr-CM-769-HBCBHSPS-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXMRV-LPN-001-DGOP-EE. PP-2019 -2,ocds-lcuori-7GXMRV-LPN-001-DGOP-EE. PP-2019 -2/5,7GXMRV-LPN-001-DGOP-EE. PP-2019 -2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrV53R-036-9BTNPMOP-2019-1,ocds-lcuori-wrV53R-036-9BTNPMOP-2019-1/5,wrV53R-036-9BTNPMOP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30010826-IHSS-SPS-1,ocds-lcuori-vGZWNR-30010826-IHSS-SPS-1/3,vGZWNR-30010826-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30010828-IHSS-SPS-1,ocds-lcuori-vGZWNR-30010828-IHSS-SPS-1/3,vGZWNR-30010828-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-ERpWgG-COTIZACION No.SRECI-334-2019-1,ocds-lcuori-ERpWgG-COTIZACION No.SRECI-334-2019-1/4,ERpWgG-COTIZACION No.SRECI-334-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-mrYQZr-CM-425-SDN-SGRMSG-2019-1,ocds-lcuori-mrYQZr-CM-425-SDN-SGRMSG-2019-1/3,mrYQZr-CM-425-SDN-SGRMSG-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3mOr-CM-772-HBCBHSPS-2019-1,ocds-lcuori-7G3mOr-CM-772-HBCBHSPS-2019-1/4,7G3mOr-CM-772-HBCBHSPS-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30010857-IHSS-SPS-1,ocds-lcuori-vGZWNR-30010857-IHSS-SPS-1/3,vGZWNR-30010857-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-30010859-IHSS-SPS-1,ocds-lcuori-vGZWNR-30010859-IHSS-SPS-1/3,vGZWNR-30010859-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-jRDVyL-Contratación Directa 24-2019-2,ocds-lcuori-jRDVyL-Contratación Directa 24-2019-2/2,jRDVyL-Contratación Directa 24-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-DL9JqG-EMC-XXIBTN-143-2019-1,ocds-lcuori-DL9JqG-EMC-XXIBTN-143-2019-1/4,DL9JqG-EMC-XXIBTN-143-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-vGZWNR-50001122-IHSS-SPS-1,ocds-lcuori-vGZWNR-50001122-IHSS-SPS-1/3,vGZWNR-50001122-IHSS-SPS-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-1RaKdL-CM-132 BOMBEROS DE SANTA CRUZ 2019-1,ocds-lcuori-1RaKdL-CM-132 BOMBEROS DE SANTA CRUZ 2019-1/3,1RaKdL-CM-132 BOMBEROS DE SANTA CRUZ 2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-mrYQZr-CPN-001-2019-SDN-2,ocds-lcuori-mrYQZr-CPN-001-2019-SDN-2/3,mrYQZr-CPN-001-2019-SDN-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GXMRV-CP-002-DGOP-EE.PP-2019-2,ocds-lcuori-7GXMRV-CP-002-DGOP-EE.PP-2019-2/4,7GXMRV-CP-002-DGOP-EE.PP-2019-2,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-4LOpdG-N° COTIZACION-RNP-06-2019-2,ocds-lcuori-4LOpdG-N° COTIZACION-RNP-06-2019-2/3,4LOpdG-N° COTIZACION-RNP-06-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3MNr-LPRI 0006-2019-2,ocds-lcuori-7G3MNr-LPRI 0006-2019-2/3,7G3MNr-LPRI 0006-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-orvwnL-CM-1178-INP-2019-1,ocds-lcuori-orvwnL-CM-1178-INP-2019-1/3,orvwnL-CM-1178-INP-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7GX5MR-COT-049-2019-1,ocds-lcuori-7GX5MR-COT-049-2019-1/4,7GX5MR-COT-049-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rw29R-CM-195-2019-1,ocds-lcuori-0rw29R-CM-195-2019-1/2,0rw29R-CM-195-2019-1,1-FgRNyG6,FgRNyG6,Fondo Común ,Recursos Nacionales
ocds-lcuori-KLg7zL-CM-035-BNAC-2019-1,ocds-lcuori-KLg7zL-CM-035-BNAC-2019-1/4,KLg7zL-CM-035-BNAC-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8dYR-229-2019-1,ocds-lcuori-PR8dYR-229-2019-1/4,PR8dYR-229-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NrdVGA-CM-619-SEDUC-2019-1,ocds-lcuori-NrdVGA-CM-619-SEDUC-2019-1/4,NrdVGA-CM-619-SEDUC-2019-1,1-FgLkyRb,FgLkyRb,Hispano-Hondureño,Recursos Nacionales
ocds-lcuori-2LmqDL-LPuNBS-07-AMDC-83-2019-2,ocds-lcuori-2LmqDL-LPuNBS-07-AMDC-83-2019-2/3,2LmqDL-LPuNBS-07-AMDC-83-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-7G3MNr-LPRI 0009-2019-2,ocds-lcuori-7G3MNr-LPRI 0009-2019-2/3,7G3MNr-LPRI 0009-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-1RaElR-LP-087/2019-2,ocds-lcuori-1RaElR-LP-087/2019-2/2,1RaElR-LP-087/2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-0rwYG8-SOLPED-50005167-1,ocds-lcuori-0rwYG8-SOLPED-50005167-1/3,0rwYG8-SOLPED-50005167-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-PR8Q5r-274-CM-IHT-2019-1,ocds-lcuori-PR8Q5r-274-CM-IHT-2019-1/3,PR8Q5r-274-CM-IHT-2019-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-yRl6pL-CI-028-SSIS-BID-3371-2019-2,ocds-lcuori-yRl6pL-CI-028-SSIS-BID-3371-2019-2/4,yRl6pL-CI-028-SSIS-BID-3371-2019-2,1.0-FMLQALQ,FMLQALQ,BID,Recursos Nacionales
ocds-lcuori-jRDA5r-SOLICITUD    738-1,ocds-lcuori-jRDA5r-SOLICITUD    738-1/3,jRDA5r-SOLICITUD    738-1,1-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-wrVn3r-15-038-2019-2,ocds-lcuori-wrVn3r-15-038-2019-2/3,wrVn3r-15-038-2019-2,1.0-FlRo2G5,FlRo2G5,Entidad,Recursos Nacionales
ocds-lcuori-NLP5KG-EI 001 SEDUC UEP 2020-2,ocds-lcuori-NLP5KG-EI 001 SEDUC UEP 2020-2/3,NLP5KG-EI 001 SEDUC UEP 2020-2,1.0-FMLQALQ,FMLQALQ,BID,Recursos Nacionales
