ocid,id,contracts/0/id,contracts/0/guarantees/0/id,contracts/0/guarantees/0/guaranteeType,contracts/0/guarantees/0/guarantor/id,contracts/0/guarantees/0/guarantor/name
ocds-lcuori-WRzj0R-LPR-001-2016-2,ocds-lcuori-WRzj0R-LPR-001-2016-2/3,WRzj0R-001-2016,WRzj0R-001-2016,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-WRzbRe-LPN-DGC-DC-002-2016-2,ocds-lcuori-WRzbRe-LPN-DGC-DC-002-2016-2/3,WRzbRe-05-DC-DGC-INSEP-2016,WRzbRe-05-DC-DGC-INSEP-2016,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-grxXEr-LP. 025-16-2,ocds-lcuori-grxXEr-LP. 025-16-2/3,grxXEr-2906,grxXEr-2906,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-MLQnAG-024-2016-HRS-2,ocds-lcuori-MLQnAG-024-2016-HRS-2/3,MLQnAG-024-2016-HRS,MLQnAG-024-2016-HRS,check,G7GXMRV,Banco del País S.A.
ocds-lcuori-MLQnAG-0952-2016-HRS-2,ocds-lcuori-MLQnAG-0952-2016-HRS-2/3,MLQnAG-0952-2016-HRS,MLQnAG-0952-2016-HRS,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-03-2016-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-03-2016-2/3,wrV3LP-56241,wrV3LP-56241,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-Zr57xG-CM-26-IMFFAA-2016-1,ocds-lcuori-Zr57xG-CM-26-IMFFAA-2016-1/4,Zr57xG-CM-26-IMFFAA-2016,Zr57xG-CM-26-IMFFAA-2016,check,G7GXMRV,Banco del País S.A.
ocds-lcuori-gRNDyL-014-03-2016-2,ocds-lcuori-gRNDyL-014-03-2016-2/3,gRNDyL-024-03-2016,gRNDyL-024-03-2016,check,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-Zr57xG-CM-27-IMFFAA-2016-1,ocds-lcuori-Zr57xG-CM-27-IMFFAA-2016-1/4,Zr57xG-CM-27-IMFFAA-2016,Zr57xG-CM-27-IMFFAA-2016,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-7GXMRV-LP-L02-017-GE-DGOP-OO.UU.-2016-2,ocds-lcuori-7GXMRV-LP-L02-017-GE-DGOP-OO.UU.-2016-2/3,7GXMRV-No.022-CO-GE-DGOP-INSEP-2016,7GXMRV-No.022-CO-GE-DGOP-INSEP-2016,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-Zr57xG-CM-28-IMFFAA-2016-1,ocds-lcuori-Zr57xG-CM-28-IMFFAA-2016-1/4,Zr57xG-CM-28-IMFFAA-2016,Zr57xG-CM-28-IMFFAA-2016,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-7GXMRV-LP-L01-009-GE-DGOP-OO.UU-2016-2,ocds-lcuori-7GXMRV-LP-L01-009-GE-DGOP-OO.UU-2016-2/3,7GXMRV-No.013-CO-GE-DGOP-INSEP-2016,7GXMRV-No.013-CO-GE-DGOP-INSEP-2016,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-wrVn3r-LP18-HSI-2016-2,ocds-lcuori-wrVn3r-LP18-HSI-2016-2/3,wrVn3r-18-16,wrVn3r-18-16,,G7GXMRV,Banco del País S.A.
ocds-lcuori-kR2qdG-LP-012-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-012-HRSC-2016-2/3,kR2qdG-20,kR2qdG-20,check,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-wrVn3r-LP36-HSI-2016-2,ocds-lcuori-wrVn3r-LP36-HSI-2016-2/3,wrVn3r-36-16,wrVn3r-36-16,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-wrVn3r-LP42-HSI-2016-2,ocds-lcuori-wrVn3r-LP42-HSI-2016-2/3,wrVn3r-42-16,wrVn3r-42-16,check,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-wrVn3r-CC46-HSI-2016-1,ocds-lcuori-wrVn3r-CC46-HSI-2016-1/3,wrVn3r-46-16,wrVn3r-46-16,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-7rBxpG-LPrivada No.02-2016-2,ocds-lcuori-7rBxpG-LPrivada No.02-2016-2/3,7rBxpG-056-2016,7rBxpG-056-2016,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-19-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-19-2016-2/3,wrV3LP-56769,wrV3LP-56769,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-11-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-11-2016-2/3,wrV3LP-56251,wrV3LP-56251,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXMRV-LP-L05-046-GE-DGOP-OO.UU.-2016-2,ocds-lcuori-7GXMRV-LP-L05-046-GE-DGOP-OO.UU.-2016-2/3,7GXMRV-NO. 043-CO-GE-DGOP-INSEP-2016,7GXMRV-NO. 043-CO-GE-DGOP-INSEP-2016,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-wrVn3r-LP32-HSI-2016-2,ocds-lcuori-wrVn3r-LP32-HSI-2016-2/3,wrVn3r-32-16,wrVn3r-32-16,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-14-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-14-2016-HO-OBRAS-2/3,PR8wNG-09-2016,PR8wNG-09-2016,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-NLP4qL-LPN-004-2016-2,ocds-lcuori-NLP4qL-LPN-004-2016-2/3,NLP4qL-CO-003-2016,NLP4qL-CO-003-2016,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-7G3MNr-042016-2,ocds-lcuori-7G3MNr-042016-2/3,7G3MNr-042016,7G3MNr-042016,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-jRDkVG-LP-03-2016-2,ocds-lcuori-jRDkVG-LP-03-2016-2/3,jRDkVG-LP-03-2016,jRDkVG-LP-03-2016,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-JL7W2L-LP 013-2016-2,ocds-lcuori-JL7W2L-LP 013-2016-2/3,JL7W2L-1622,JL7W2L-1622,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-JL7W2L-LP 013-2016-2,ocds-lcuori-JL7W2L-LP 013-2016-2/3,JL7W2L-1624,JL7W2L-1624,check,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-grxy3L-LP-028-2016-2,ocds-lcuori-grxy3L-LP-028-2016-2/3,grxy3L-LP-028-2016,grxy3L-LP-028-2016,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-grxXEr-LP. 018-16-2,ocds-lcuori-grxXEr-LP. 018-16-2/3,grxXEr-2894,grxXEr-2894,check,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-MLQnAG-008-2016-hs-2,ocds-lcuori-MLQnAG-008-2016-hs-2/3,MLQnAG-008-2016-hs,MLQnAG-008-2016-hs,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-PGJpAr-025-2016-1,ocds-lcuori-PGJpAr-025-2016-1/3,PGJpAr-025-2016,PGJpAr-025-2016,check,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-wrVn3r-CC05-HSI-2016-1,ocds-lcuori-wrVn3r-CC05-HSI-2016-1/3,wrVn3r-05,wrVn3r-05,,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-grxy3L-LP018-2,ocds-lcuori-grxy3L-LP018-2/3,grxy3L-LP018,grxy3L-LP018,check,GkR05rP,Banco de Honduras S.A.
ocds-lcuori-MLQnAG-016-2016-HGS-2,ocds-lcuori-MLQnAG-016-2016-HGS-2/3,MLQnAG-016-2016-HGS,MLQnAG-016-2016-HGS,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-Zr5mWr-PCDC No. 01-2016-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-PCDC No. 01-2016-SEAPI-UNAH-2/3,Zr5mWr-CC-01-2016-SEAPI-UNAH,Zr5mWr-CC-01-2016-SEAPI-UNAH,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-grxy3L-LP-OO1-2016-2,ocds-lcuori-grxy3L-LP-OO1-2016-2/3,grxy3L-LP-OO1-2016,grxy3L-LP-OO1-2016,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-grxy3L-LP-002-2016-2,ocds-lcuori-grxy3L-LP-002-2016-2/3,grxy3L-LP-002-2016,grxy3L-LP-002-2016,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-kR0qDr-No.03-2016-2,ocds-lcuori-kR0qDr-No.03-2016-2/3,kR0qDr-No.030-2016,kR0qDr-No.030-2016,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-grxy3L-LP-006-2016-2,ocds-lcuori-grxy3L-LP-006-2016-2/3,grxy3L-LP-006-2016,grxy3L-LP-006-2016,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-gLkVEr-LPN CONADEH-001-2016-2,ocds-lcuori-gLkVEr-LPN CONADEH-001-2016-2/3,gLkVEr-No. 1-2016,gLkVEr-No. 1-2016,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-ZGqW9r-LPN-005-IPM-2016-2,ocds-lcuori-ZGqW9r-LPN-005-IPM-2016-2/3,ZGqW9r-LPN-005-IPM-2016,ZGqW9r-LPN-005-IPM-2016,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-ZGqW9r-LPP-001-2016-2,ocds-lcuori-ZGqW9r-LPP-001-2016-2/3,ZGqW9r-LPP-001-IPM-2016,ZGqW9r-LPP-001-IPM-2016,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7rBxpG-LPública No.03-2016-2,ocds-lcuori-7rBxpG-LPública No.03-2016-2/3,7rBxpG-053-2016,7rBxpG-053-2016,suretyBond,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-MrMPYR-LPN-CNBS-01-2016-2,ocds-lcuori-MrMPYR-LPN-CNBS-01-2016-2/3,MrMPYR-109,MrMPYR-109,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-grxXEr-L P.003-16-2,ocds-lcuori-grxXEr-L P.003-16-2/3,grxXEr-2872,grxXEr-2872,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-mGEMGM-SEFIN LPN-021-2015-2,ocds-lcuori-mGEMGM-SEFIN LPN-021-2015-2/3,mGEMGM-CONTRATO No 006-2016,mGEMGM-CONTRATO No 006-2016,suretyBond,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-kR0qDr-No.08-2015-2,ocds-lcuori-kR0qDr-No.08-2015-2/3,kR0qDr-025-2016,kR0qDr-025-2016,suretyBond,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-MLQ18L-HBCBH-001-2016-2,ocds-lcuori-MLQ18L-HBCBH-001-2016-2/3,MLQ18L-HBCBH-32-2016,MLQ18L-HBCBH-32-2016,suretyBond,GDRW5Lg,Seguros Atlántida S.A.
ocds-lcuori-kG1ger-licitacion privada 01-2015-2,ocds-lcuori-kG1ger-licitacion privada 01-2015-2/3,kG1ger-01-2016,kG1ger-01-2016,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-grxXEr-L P. 005-16-2,ocds-lcuori-grxXEr-L P. 005-16-2/3,grxXEr-2874,grxXEr-2874,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-grxXEr- L P. 007-16-2,ocds-lcuori-grxXEr- L P. 007-16-2/3,grxXEr-2876,grxXEr-2876,check,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-ERpaDr-LP 111-15 HEP-2,ocds-lcuori-ERpaDr-LP 111-15 HEP-2/3,ERpaDr-111-15,ERpaDr-111-15,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-JL7W2L-LP 004-2016-2,ocds-lcuori-JL7W2L-LP 004-2016-2/3,JL7W2L-1628,JL7W2L-1628,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-yRlaDr-003-2016-2,ocds-lcuori-yRlaDr-003-2016-2/3,yRlaDr-008-16,yRlaDr-008-16,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-4LOY7R-LP-03-2016-2,ocds-lcuori-4LOY7R-LP-03-2016-2/3,4LOY7R-03-2016,4LOY7R-03-2016,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-kG1ger-LPI 01-2016-2,ocds-lcuori-kG1ger-LPI 01-2016-2/3,kG1ger-05-2016,kG1ger-05-2016,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-Zr5mWr-LPN No. 01-2016-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 01-2016-SEAPI-UNAH-2/6,Zr5mWr-CC-04-SEAPI-UNAH,Zr5mWr-CC-04-SEAPI-UNAH,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-vGZVoG-SS-PICSC-LPI-005-2016-2,ocds-lcuori-vGZVoG-SS-PICSC-LPI-005-2016-2/3,vGZVoG-SS-UCP-0106-2016,vGZVoG-SS-UCP-0106-2016,suretyBond,G7GXMRV,Banco del País S.A.
ocds-lcuori-grxXEr-LP.002-16-2,ocds-lcuori-grxXEr-LP.002-16-2/3,grxXEr-2871,grxXEr-2871,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-ZGqW9r-LPN-001-IPM-201´6-2,ocds-lcuori-ZGqW9r-LPN-001-IPM-201´6-2/3,ZGqW9r-LPN-001-IPM-201´6,ZGqW9r-LPN-001-IPM-201´6,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-0rw5YG-58-2016-2,ocds-lcuori-0rw5YG-58-2016-2/3,0rw5YG-58-2016,0rw5YG-58-2016,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-Zr5zxL-LPN-MPC-GAF-01-2015-2,ocds-lcuori-Zr5zxL-LPN-MPC-GAF-01-2015-2/3,Zr5zxL-S-N,Zr5zxL-S-N,check,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-Zr5mWr-CPN-No-01-2016-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-CPN-No-01-2016-SEAPI-UNAH-2/3,Zr5mWr-CS-01-2016-SEAPI-UNAH,Zr5mWr-CS-01-2016-SEAPI-UNAH,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-Zr5mWr-CPN No-02-2016-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-CPN No-02-2016-SEAPI-UNAH-2/3,Zr5mWr-CS-02-2016-SEAPI-UNAH,Zr5mWr-CS-02-2016-SEAPI-UNAH,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-grxXEr-LP. 011-16-2,ocds-lcuori-grxXEr-LP. 011-16-2/3,grxXEr-2881,grxXEr-2881,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-PGJpAr-012-2016-1,ocds-lcuori-PGJpAr-012-2016-1/3,PGJpAr-012-2016,PGJpAr-012-2016,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-grxXEr-LP. 012-16-2,ocds-lcuori-grxXEr-LP. 012-16-2/3,grxXEr-2882,grxXEr-2882,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-grxXEr-LP. 013-16-2,ocds-lcuori-grxXEr-LP. 013-16-2/3,grxXEr-2886,grxXEr-2886,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-jRDkVG-LP-02-2016-2,ocds-lcuori-jRDkVG-LP-02-2016-2/3,jRDkVG-LP-02-2016,jRDkVG-LP-02-2016,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-PGJpAr-016-2016-1,ocds-lcuori-PGJpAr-016-2016-1/3,PGJpAr-016-2016,PGJpAr-016-2016,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-ZGqW9r-LPN-003-IPM-2016-2,ocds-lcuori-ZGqW9r-LPN-003-IPM-2016-2/3,ZGqW9r-LPN-003-IPM-2016,ZGqW9r-LPN-003-IPM-2016,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-ZGqW9r-LPN-004-IPM-2016-2,ocds-lcuori-ZGqW9r-LPN-004-IPM-2016-2/3,ZGqW9r-LPN-004-IPM-2016,ZGqW9r-LPN-004-IPM-2016,suretyBond,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-gRNDyL-002-03-2016-1,ocds-lcuori-gRNDyL-002-03-2016-1/3,gRNDyL-002-03-2016,gRNDyL-002-03-2016,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-kR0qDr-LPN-04-2016-2,ocds-lcuori-kR0qDr-LPN-04-2016-2/3,kR0qDr-No.027-2016,kR0qDr-No.027-2016,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-JLKAbR-Lic. Publ.No.001-2016-2,ocds-lcuori-JLKAbR-Lic. Publ.No.001-2016-2/3,JLKAbR-01,JLKAbR-01,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-7G3MNr-012016-2,ocds-lcuori-7G3MNr-012016-2/3,7G3MNr-LPRI 012016,7G3MNr-LPRI 012016,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-30-2016-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-30-2016-2/3,wrV3LP-59419,wrV3LP-59419,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-30-2016-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-30-2016-2/3,wrV3LP-59424,wrV3LP-59424,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlaDr-005-2016-2,ocds-lcuori-yRlaDr-005-2016-2/3,yRlaDr-012-16,yRlaDr-012-16,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-83-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-83-2016-2/3,wrV3LP-59525,wrV3LP-59525,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-84-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-84-2016-2/3,wrV3LP-59513,wrV3LP-59513,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-85-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-85-2016-2/3,wrV3LP-59417,wrV3LP-59417,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXmzR-LPN-003-2016 CCIVS-2,ocds-lcuori-7GXmzR-LPN-003-2016 CCIVS-2/3,7GXmzR-P2-012-2016 CCIVS ,7GXmzR-P2-012-2016 CCIVS ,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7G3MNr-LPRI 182016-2,ocds-lcuori-7G3MNr-LPRI 182016-2/3,7G3MNr-732016,7G3MNr-732016,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-7G3MNr-LPRI 182016-2,ocds-lcuori-7G3MNr-LPRI 182016-2/3,7G3MNr-LPRI 182016,7G3MNr-LPRI 182016,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-7G3MNr-LPRI 192016-2,ocds-lcuori-7G3MNr-LPRI 192016-2/3,7G3MNr-LPRI 192016,7G3MNr-LPRI 192016,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-grxXEr-LP. 014-16-2,ocds-lcuori-grxXEr-LP. 014-16-2/3,grxXEr-2888,grxXEr-2888,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-JLKQxR-LP. 019-16-2,ocds-lcuori-JLKQxR-LP. 019-16-2/3,JLKQxR-3603,JLKQxR-3603,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-JLKQxR-LP. 020-16-2,ocds-lcuori-JLKQxR-LP. 020-16-2/3,JLKQxR-3604,JLKQxR-3604,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-gLkVEr-LP CONADEH-001-2016-2,ocds-lcuori-gLkVEr-LP CONADEH-001-2016-2/3,gLkVEr-OC-LP CONADEH-001-2016 ,gLkVEr-OC-LP CONADEH-001-2016 ,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-gLnw4G-OC-HBCBLP-00005-1,ocds-lcuori-gLnw4G-OC-HBCBLP-00005-1/4,gLnw4G-OC-HBCBLP-00005,gLnw4G-OC-HBCBLP-00005,,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-jRDkVG-LP-04-2016-2,ocds-lcuori-jRDkVG-LP-04-2016-2/3,jRDkVG-LP-04-2016,jRDkVG-LP-04-2016,check,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-JLKQxR-LP.039-16-2,ocds-lcuori-JLKQxR-LP.039-16-2/3,JLKQxR-3658,JLKQxR-3658,check,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-7GXmzR-CD-007-2016 CCIVS -2,ocds-lcuori-7GXmzR-CD-007-2016 CCIVS -2/3,7GXmzR-S5-013-2016,7GXmzR-S5-013-2016,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXmzR-CD-008-2016 CCIVS -2,ocds-lcuori-7GXmzR-CD-008-2016 CCIVS -2/3,7GXmzR-S9-015-11-2016,7GXmzR-S9-015-11-2016,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-7GXmzR-CD-009-2016 CCIVS -2,ocds-lcuori-7GXmzR-CD-009-2016 CCIVS -2/3,7GXmzR-S5-018-11-2016,7GXmzR-S5-018-11-2016,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXmzR-CD-010-2016 CCIVS-2,ocds-lcuori-7GXmzR-CD-010-2016 CCIVS-2/3,7GXmzR-S5-022-11-2016,7GXmzR-S5-022-11-2016,check,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-7GXmzR-CD-011-2016 CCIVS -2,ocds-lcuori-7GXmzR-CD-011-2016 CCIVS -2/3,7GXmzR-S7-023-11-2016 ,7GXmzR-S7-023-11-2016 ,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-mrY67L-4909-2016RSGD-1,ocds-lcuori-mrY67L-4909-2016RSGD-1/3,mrY67L-4909-2016RSGD,mrY67L-4909-2016RSGD,,G7G3yrQ,Banco Promerica S.A.
ocds-lcuori-8L47Pr-LP-023-2016-2,ocds-lcuori-8L47Pr-LP-023-2016-2/3,8L47Pr-180-2016,8L47Pr-180-2016,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-8L47Pr-LP-023-2016-2,ocds-lcuori-8L47Pr-LP-023-2016-2/3,8L47Pr-181-2016,8L47Pr-181-2016,check,GoLj6LM,Banco Mercantil S.A.
ocds-lcuori-WRzdbL-118-2016-HT-1,ocds-lcuori-WRzdbL-118-2016-HT-1/3,WRzdbL-108-2016,WRzdbL-108-2016,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-02-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS PRONADERS-LPRI-02-2016-HO-OBRAS-2/3,PR8wNG-20-2016,PR8wNG-20-2016,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-PR8ooG-LP-01-CONAPID-2016-2,ocds-lcuori-PR8ooG-LP-01-CONAPID-2016-2/3,PR8ooG-61-CONAPID-2016,PR8ooG-61-CONAPID-2016,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-03-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-03-2016-HO-OBRAS-2/3,PR8wNG-01-2016,PR8wNG-01-2016,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-wrVn3r-CC68-HSI-2016-1,ocds-lcuori-wrVn3r-CC68-HSI-2016-1/3,wrVn3r-68,wrVn3r-68,check,GEr6JrN,Banco La Fise S.A.
