ocid,id,planning/budget/id,planning/budget/budgetBreakdown/0/id,planning/budget/budgetBreakdown/0/description,planning/budget/budgetBreakdown/0/sourceParty/id,planning/budget/budgetBreakdown/0/sourceParty/name
ocds-lcuori-1RaEMR-HJMG-LP-008-2016-2,ocds-lcuori-1RaEMR-HJMG-LP-008-2016-2/3,1RaEMR-HJMG-LP-008-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaEMR-HJMG-LP-009-2016-2,ocds-lcuori-1RaEMR-HJMG-LP-009-2016-2/3,1RaEMR-HJMG-LP-009-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-0rwYG8-SOLPED-20001592-1,ocds-lcuori-0rwYG8-SOLPED-20001592-1/3,0rwYG8-SOLPED-20001592-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-LP. 019-16-2,ocds-lcuori-grxXEr-LP. 019-16-2/3,grxXEr-LP. 019-16-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQmwL-CM-059-2016-1,ocds-lcuori-MLQmwL-CM-059-2016-1/4,MLQmwL-CM-059-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKQxR-LP.011-16-2,ocds-lcuori-JLKQxR-LP.011-16-2/3,JLKQxR-LP.011-16-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKQxR-LP.012-16-2,ocds-lcuori-JLKQxR-LP.012-16-2/3,JLKQxR-LP.012-16-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKQxR-LP.014-16-2,ocds-lcuori-JLKQxR-LP.014-16-2/3,JLKQxR-LP.014-16-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvDGM-046-16-1,ocds-lcuori-orvDGM-046-16-1/3,orvDGM-046-16-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-052-2016-2,ocds-lcuori-jRDkQG-HMCR-052-2016-2/3,jRDkQG-HMCR-052-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-055-2016-2,ocds-lcuori-jRDkQG-HMCR-055-2016-2/3,jRDkQG-HMCR-055-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-063-2016-2,ocds-lcuori-jRDkQG-HMCR-063-2016-2/3,jRDkQG-HMCR-063-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-064-2016-2,ocds-lcuori-jRDkQG-HMCR-064-2016-2/3,jRDkQG-HMCR-064-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-065-2016-2,ocds-lcuori-jRDkQG-HMCR-065-2016-2/3,jRDkQG-HMCR-065-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-067-2016-2,ocds-lcuori-jRDkQG-HMCR-067-2016-2/3,jRDkQG-HMCR-067-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-069-2016-2,ocds-lcuori-jRDkQG-HMCR-069-2016-2/3,jRDkQG-HMCR-069-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-073-2016-2,ocds-lcuori-jRDkQG-HMCR-073-2016-2/3,jRDkQG-HMCR-073-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-078-2016-2,ocds-lcuori-jRDkQG-HMCR-078-2016-2/3,jRDkQG-HMCR-078-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-087-2016-2,ocds-lcuori-jRDkQG-HMCR-087-2016-2/3,jRDkQG-HMCR-087-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkQG-HMCR-088-2016-2,ocds-lcuori-jRDkQG-HMCR-088-2016-2/3,jRDkQG-HMCR-088-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEMGM-DCS-041-2016-UR-1,ocds-lcuori-mGEMGM-DCS-041-2016-UR-1/3,mGEMGM-DCS-041-2016-UR-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR2qdG-LP-04-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-04-HRSC-2016-2/3,kR2qdG-LP-04-HRSC-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR2qdG-LP-06-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-06-HRSC-2016-2/3,kR2qdG-LP-06-HRSC-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8ooG-CM-55-CONAPID-2016-1,ocds-lcuori-PR8ooG-CM-55-CONAPID-2016-1/4,PR8ooG-CM-55-CONAPID-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-kR2qdG-LP-08-HRSC-2016-2,ocds-lcuori-kR2qdG-LP-08-HRSC-2016-2/3,kR2qdG-LP-08-HRSC-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-NLP4qL-LPNS-009-2016-2,ocds-lcuori-NLP4qL-LPNS-009-2016-2/3,NLP4qL-LPNS-009-2016-2,3-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-2LAdQr-COT-FV-RVP-09-2016-2,ocds-lcuori-2LAdQr-COT-FV-RVP-09-2016-2/3,2LAdQr-COT-FV-RVP-09-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7G3MNr-LPRI 092016-2,ocds-lcuori-7G3MNr-LPRI 092016-2/3,7G3MNr-LPRI 092016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRojQG-LP-006-16-2,ocds-lcuori-lRojQG-LP-006-16-2/3,lRojQG-LP-006-16-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2,ocds-lcuori-1RaMPR-IC-UMBRAL-03-2016-2/4,1RaMPR-IC-UMBRAL-03-2016-2,2-FlRo2G5,Donación,FlRo2G5,Entidad
ocds-lcuori-lRo92L-A-17-2,ocds-lcuori-lRo92L-A-17-2/3,lRo92L-A-17-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-91-2016-2,ocds-lcuori-ERpaPr-91-2016-2/3,ERpaPr-91-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-92-2016-2,ocds-lcuori-ERpaPr-92-2016-2/3,ERpaPr-92-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrM6zL-CM-CONEANFO-UPE-004-2016-RP2-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UPE-004-2016-RP2-1/4,MrM6zL-CM-CONEANFO-UPE-004-2016-RP2-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-1Ra6lr-11-2016-1,ocds-lcuori-1Ra6lr-11-2016-1/3,1Ra6lr-11-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAdQr-COT-FV-RVP-012-2016-2,ocds-lcuori-2LAdQr-COT-FV-RVP-012-2016-2/3,2LAdQr-COT-FV-RVP-012-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-14-2016-2,ocds-lcuori-ERpaPr-14-2016-2/3,ERpaPr-14-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAdQr-COT-FV-RVP-019-2016-2,ocds-lcuori-2LAdQr-COT-FV-RVP-019-2016-2/3,2LAdQr-COT-FV-RVP-019-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-015-ONCAE-2016-2,ocds-lcuori-orvPDG-LP-015-ONCAE-2016-2/3,orvPDG-LP-015-ONCAE-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-lRo9xL-LP-5-2016-2,ocds-lcuori-lRo9xL-LP-5-2016-2/3,lRo9xL-LP-5-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAdQr-LP-FV-RVNP-05-2016-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-05-2016-2/3,2LAdQr-LP-FV-RVNP-05-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LmqDL-LPrNO-52-AMDC-70-2016-2,ocds-lcuori-2LmqDL-LPrNO-52-AMDC-70-2016-2/3,2LmqDL-LPrNO-52-AMDC-70-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-017-ONCAE-2016-2,ocds-lcuori-orvPDG-LP-017-ONCAE-2016-2/3,orvPDG-LP-017-ONCAE-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-mGEMGM-DGIP-001-2016 UR-1,ocds-lcuori-mGEMGM-DGIP-001-2016 UR-1/3,mGEMGM-DGIP-001-2016 UR-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-Zr5B9L-C-0155-2016-PE-0116-2016-1,ocds-lcuori-Zr5B9L-C-0155-2016-PE-0116-2016-1/3,Zr5B9L-C-0155-2016-PE-0116-2016-1,1-FMrMgGe,Recursos Nacionales,FMrMgGe,Fondo Comun
ocds-lcuori-yRl8kR-LP-009-IHTT-2016-2,ocds-lcuori-yRl8kR-LP-009-IHTT-2016-2/3,yRl8kR-LP-009-IHTT-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpWgG-SRE-COTIZACION No. 100 2016-1,ocds-lcuori-ERpWgG-SRE-COTIZACION No. 100 2016-1/3,ERpWgG-SRE-COTIZACION No. 100 2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXor-LIC PRIVADA 09-HAME-2016-2,ocds-lcuori-grxXor-LIC PRIVADA 09-HAME-2016-2/3,grxXor-LIC PRIVADA 09-HAME-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-LP01-HSI-2016-2,ocds-lcuori-wrVn3r-LP01-HSI-2016-2/3,wrVn3r-LP01-HSI-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXor-LIC-PRIVADA 12 HAME-2016-2,ocds-lcuori-grxXor-LIC-PRIVADA 12 HAME-2016-2/3,grxXor-LIC-PRIVADA 12 HAME-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl8kR-LP-010-IHTT-2016-2,ocds-lcuori-yRl8kR-LP-010-IHTT-2016-2/3,yRl8kR-LP-010-IHTT-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-120000172-1,ocds-lcuori-vGZWNR-120000172-1/3,vGZWNR-120000172-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-50000624-1,ocds-lcuori-vGZWNR-50000624-1/3,vGZWNR-50000624-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVJ9r-DICTA-063-2016-1,ocds-lcuori-wrVJ9r-DICTA-063-2016-1/3,wrVJ9r-DICTA-063-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKQxR-LP. 017-16-2,ocds-lcuori-JLKQxR-LP. 017-16-2/3,JLKQxR-LP. 017-16-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-JLKQxR-LP. 018-16-2,ocds-lcuori-JLKQxR-LP. 018-16-2/3,JLKQxR-LP. 018-16-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrVn3r-LP11-HSI-2016-2,ocds-lcuori-wrVn3r-LP11-HSI-2016-2/3,wrVn3r-LP11-HSI-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-21-2016-2,ocds-lcuori-ERpaPr-21-2016-2/3,ERpaPr-21-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvDGM-056-16-1,ocds-lcuori-orvDGM-056-16-1/3,orvDGM-056-16-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-40000992-1,ocds-lcuori-vGZWNR-40000992-1/3,vGZWNR-40000992-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MrM0xR-LP 003- 2016-2,ocds-lcuori-MrM0xR-LP 003- 2016-2/3,MrM0xR-LP 003- 2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-57-2016-2,ocds-lcuori-4LOxWG-57-2016-2/3,4LOxWG-57-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-ERpaPr-32-2016-2,ocds-lcuori-ERpaPr-32-2016-2/3,ERpaPr-32-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-MLQnmG-Lpri-2339-HPL-2016-2,ocds-lcuori-MLQnmG-Lpri-2339-HPL-2016-2/3,MLQnmG-Lpri-2339-HPL-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-72-2016-2,ocds-lcuori-4LOxWG-72-2016-2/3,4LOxWG-72-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-LP. 020-16-2,ocds-lcuori-grxXEr-LP. 020-16-2/3,grxXEr-LP. 020-16-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxXEr-LP.022-16-2,ocds-lcuori-grxXEr-LP.022-16-2/3,grxXEr-LP.022-16-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PR8dYR-060-2016-1,ocds-lcuori-PR8dYR-060-2016-1/3,PR8dYR-060-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRl6pL-002 SSIS PRAF FN 5294 2016-2,ocds-lcuori-yRl6pL-002 SSIS PRAF FN 5294 2016-2/3,yRl6pL-002 SSIS PRAF FN 5294 2016-2,1-F1RalG6,Recursos Nacionales,F1RalG6,Banco Mundial
ocds-lcuori-4LOxWG-78-2016-2,ocds-lcuori-4LOxWG-78-2016-2/3,4LOxWG-78-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-8L47Pr-COT. 021-2016-1,ocds-lcuori-8L47Pr-COT. 021-2016-1/3,8L47Pr-COT. 021-2016-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-4LOxWG-82-2016-2,ocds-lcuori-4LOxWG-82-2016-2/3,4LOxWG-82-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-7GX7XL-AEI-FIRMAS-2743-BL-HO-001-2016 -2,ocds-lcuori-7GX7XL-AEI-FIRMAS-2743-BL-HO-001-2016 -2/3,7GX7XL-AEI-FIRMAS-2743-BL-HO-001-2016 -2,3.0-FMLQALQ,Prestamo,FMLQALQ,BID
ocds-lcuori-4LOxWG-85-2016-2,ocds-lcuori-4LOxWG-85-2016-2/3,4LOxWG-85-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-jRDkVG-LP-10-2016-2,ocds-lcuori-jRDkVG-LP-10-2016-2/3,jRDkVG-LP-10-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-grxELe-29-2016-SAG-1,ocds-lcuori-grxELe-29-2016-SAG-1/3,grxELe-29-2016-SAG-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-orvPDG-LP-006-ONCAE-2016-2,ocds-lcuori-orvPDG-LP-006-ONCAE-2016-2/3,orvPDG-LP-006-ONCAE-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAakL-49-2016-2,ocds-lcuori-2LAakL-49-2016-2/3,2LAakL-49-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-06-2016-2,ocds-lcuori-wrV3LP-CPN-IDECOAS-FHIS-06-2016-2/3,wrV3LP-CPN-IDECOAS-FHIS-06-2016-2,3.0-F1RalG6,Prestamo,F1RalG6,Banco Mundial
ocds-lcuori-lRojQG-Lp-017-16-2,ocds-lcuori-lRojQG-Lp-017-16-2/3,lRojQG-Lp-017-16-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-PLeAqL-COPECO-CM-037-2016-1,ocds-lcuori-PLeAqL-COPECO-CM-037-2016-1/3,PLeAqL-COPECO-CM-037-2016-1,1-FgRNyG6,Recursos Nacionales,FgRNyG6,Fondo Común 
ocds-lcuori-ERpaPr-39-2016-2,ocds-lcuori-ERpaPr-39-2016-2/3,ERpaPr-39-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-2LAakL-65-2016-2,ocds-lcuori-2LAakL-65-2016-2/3,2LAakL-65-2016-2,1.0-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-vGZWNR-50000630-1,ocds-lcuori-vGZWNR-50000630-1/3,vGZWNR-50000630-1,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRlaDr-LP. 006-2016-2,ocds-lcuori-yRlaDr-LP. 006-2016-2/3,yRlaDr-LP. 006-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
ocds-lcuori-yRlaDr-LP. 009-2016-2,ocds-lcuori-yRlaDr-LP. 009-2016-2/3,yRlaDr-LP. 009-2016-2,1-FlRo2G5,Recursos Nacionales,FlRo2G5,Entidad
