ocid,id,tender/id,tender/participationFees/0/id,tender/participationFees/0/value/amount,tender/participationFees/0/type
ocds-lcuori-2LmqDL-LPuNO-10-AMDC-150-2016-2,ocds-lcuori-2LmqDL-LPuNO-10-AMDC-150-2016-2/3,2LmqDL-LPuNO-10-AMDC-150-2016-2,2LmqDL-LPuNO-10-AMDC-150-2016-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-162-AMDC-206-2016-2,ocds-lcuori-2LmqDL-LPrNO-162-AMDC-206-2016-2/3,2LmqDL-LPrNO-162-AMDC-206-2016-2,2LmqDL-LPrNO-162-AMDC-206-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-359-AMDC-436-2016-2,ocds-lcuori-2LmqDL-LPrNO-359-AMDC-436-2016-2/3,2LmqDL-LPrNO-359-AMDC-436-2016-2,2LmqDL-LPrNO-359-AMDC-436-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-358-AMDC-435-2016-2,ocds-lcuori-2LmqDL-LPrNO-358-AMDC-435-2016-2/3,2LmqDL-LPrNO-358-AMDC-435-2016-2,2LmqDL-LPrNO-358-AMDC-435-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-357-AMDC-434-2016-2,ocds-lcuori-2LmqDL-LPrNO-357-AMDC-434-2016-2/3,2LmqDL-LPrNO-357-AMDC-434-2016-2,2LmqDL-LPrNO-357-AMDC-434-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-356-AMDC-433-2016-2,ocds-lcuori-2LmqDL-LPrNO-356-AMDC-433-2016-2/3,2LmqDL-LPrNO-356-AMDC-433-2016-2,2LmqDL-LPrNO-356-AMDC-433-2016-2,200.0,document
ocds-lcuori-jRDVyL-CP_BANHP_002_2016-2,ocds-lcuori-jRDVyL-CP_BANHP_002_2016-2/3,jRDVyL-CP_BANHP_002_2016-2,jRDVyL-CP_BANHP_002_2016-2,2000.0,document
ocds-lcuori-2LmqDL-LPrNO-355-AMDC-432-2016-2,ocds-lcuori-2LmqDL-LPrNO-355-AMDC-432-2016-2/3,2LmqDL-LPrNO-355-AMDC-432-2016-2,2LmqDL-LPrNO-355-AMDC-432-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-360-AMDC-437-2016-2,ocds-lcuori-2LmqDL-LPrNO-360-AMDC-437-2016-2/3,2LmqDL-LPrNO-360-AMDC-437-2016-2,2LmqDL-LPrNO-360-AMDC-437-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-161-AMDC-205-2016-2,ocds-lcuori-2LmqDL-LPrNO-161-AMDC-205-2016-2/3,2LmqDL-LPrNO-161-AMDC-205-2016-2,2LmqDL-LPrNO-161-AMDC-205-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-361-AMDC-438-2016-2,ocds-lcuori-2LmqDL-LPrNO-361-AMDC-438-2016-2/3,2LmqDL-LPrNO-361-AMDC-438-2016-2,2LmqDL-LPrNO-361-AMDC-438-2016-2,200.0,document
ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-25-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-25-2016-HO-OBRAS-2/3,PR8wNG-IDECOAS-PRONADERS-LPRI-25-2016-HO-OBRAS-2,PR8wNG-IDECOAS-PRONADERS-LPRI-25-2016-HO-OBRAS-2,300.0,document
ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-26-2016-HO-OBRAS-2,ocds-lcuori-PR8wNG-IDECOAS-PRONADERS-LPRI-26-2016-HO-OBRAS-2/3,PR8wNG-IDECOAS-PRONADERS-LPRI-26-2016-HO-OBRAS-2,PR8wNG-IDECOAS-PRONADERS-LPRI-26-2016-HO-OBRAS-2,300.0,document
ocds-lcuori-2LmqDL-LPrNO-123-AMDC-155-2016-2,ocds-lcuori-2LmqDL-LPrNO-123-AMDC-155-2016-2/3,2LmqDL-LPrNO-123-AMDC-155-2016-2,2LmqDL-LPrNO-123-AMDC-155-2016-2,200.0,document
ocds-lcuori-orvOoL-LPN-No. 08-2017-HEU-SP-2,ocds-lcuori-orvOoL-LPN-No. 08-2017-HEU-SP-2/3,orvOoL-LPN-No. 08-2017-HEU-SP-2,orvOoL-LPN-No. 08-2017-HEU-SP-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-38-AMDC-52-2016-2,ocds-lcuori-2LmqDL-LPrNO-38-AMDC-52-2016-2/3,2LmqDL-LPrNO-38-AMDC-52-2016-2,2LmqDL-LPrNO-38-AMDC-52-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-39-AMDC-53-2016-2,ocds-lcuori-2LmqDL-LPrNO-39-AMDC-53-2016-2/3,2LmqDL-LPrNO-39-AMDC-53-2016-2,2LmqDL-LPrNO-39-AMDC-53-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-40-AMDC-54-2016-2,ocds-lcuori-2LmqDL-LPrNO-40-AMDC-54-2016-2/3,2LmqDL-LPrNO-40-AMDC-54-2016-2,2LmqDL-LPrNO-40-AMDC-54-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-92-AMDC-119-2016-2,ocds-lcuori-2LmqDL-LPrNO-92-AMDC-119-2016-2/3,2LmqDL-LPrNO-92-AMDC-119-2016-2,2LmqDL-LPrNO-92-AMDC-119-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-41-AMDC-55-2016-2,ocds-lcuori-2LmqDL-LPrNO-41-AMDC-55-2016-2/3,2LmqDL-LPrNO-41-AMDC-55-2016-2,2LmqDL-LPrNO-41-AMDC-55-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-42-AMDC-56-2016-2,ocds-lcuori-2LmqDL-LPrNO-42-AMDC-56-2016-2/3,2LmqDL-LPrNO-42-AMDC-56-2016-2,2LmqDL-LPrNO-42-AMDC-56-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-43-AMDC-57-2016-2,ocds-lcuori-2LmqDL-LPrNO-43-AMDC-57-2016-2/3,2LmqDL-LPrNO-43-AMDC-57-2016-2,2LmqDL-LPrNO-43-AMDC-57-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-44-AMDC-58-2016-2,ocds-lcuori-2LmqDL-LPrNO-44-AMDC-58-2016-2/3,2LmqDL-LPrNO-44-AMDC-58-2016-2,2LmqDL-LPrNO-44-AMDC-58-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-45-AMDC-59-2016-2,ocds-lcuori-2LmqDL-LPrNO-45-AMDC-59-2016-2/3,2LmqDL-LPrNO-45-AMDC-59-2016-2,2LmqDL-LPrNO-45-AMDC-59-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-124-AMDC-156-2016-2,ocds-lcuori-2LmqDL-LPrNO-124-AMDC-156-2016-2/3,2LmqDL-LPrNO-124-AMDC-156-2016-2,2LmqDL-LPrNO-124-AMDC-156-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-46-AMDC-60-2016-2,ocds-lcuori-2LmqDL-LPrNO-46-AMDC-60-2016-2/3,2LmqDL-LPrNO-46-AMDC-60-2016-2,2LmqDL-LPrNO-46-AMDC-60-2016-2,200.0,document
ocds-lcuori-ZGqbBR-LPN-MPC-GAF-01-2016-2,ocds-lcuori-ZGqbBR-LPN-MPC-GAF-01-2016-2/3,ZGqbBR-LPN-MPC-GAF-01-2016-2,ZGqbBR-LPN-MPC-GAF-01-2016-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-93-AMDC-121-2016-2,ocds-lcuori-2LmqDL-LPrNO-93-AMDC-121-2016-2/3,2LmqDL-LPrNO-93-AMDC-121-2016-2,2LmqDL-LPrNO-93-AMDC-121-2016-2,200.0,document
ocds-lcuori-DL9YoL-LPN-001-2016-FAHM-2,ocds-lcuori-DL9YoL-LPN-001-2016-FAHM-2/3,DL9YoL-LPN-001-2016-FAHM-2,DL9YoL-LPN-001-2016-FAHM-2,500.0,document
ocds-lcuori-orvDGM-LPN-SANAA-GRH-001-2016-2,ocds-lcuori-orvDGM-LPN-SANAA-GRH-001-2016-2/3,orvDGM-LPN-SANAA-GRH-001-2016-2,orvDGM-LPN-SANAA-GRH-001-2016-2,500.0,document
ocds-lcuori-2LmqDL-CPrNO-09-AMDC-339-2016-2,ocds-lcuori-2LmqDL-CPrNO-09-AMDC-339-2016-2/3,2LmqDL-CPrNO-09-AMDC-339-2016-2,2LmqDL-CPrNO-09-AMDC-339-2016-2,200.0,document
ocds-lcuori-DL9YoL-LPN-002-2016-FAHM-2,ocds-lcuori-DL9YoL-LPN-002-2016-FAHM-2/3,DL9YoL-LPN-002-2016-FAHM-2,DL9YoL-LPN-002-2016-FAHM-2,500.0,document
ocds-lcuori-7G3Myr-LP-1212-HSP-2016-2,ocds-lcuori-7G3Myr-LP-1212-HSP-2016-2/3,7G3Myr-LP-1212-HSP-2016-2,7G3Myr-LP-1212-HSP-2016-2,488349.8,document
ocds-lcuori-7G3Myr-LP-1213-HSP-2016-2,ocds-lcuori-7G3Myr-LP-1213-HSP-2016-2/3,7G3Myr-LP-1213-HSP-2016-2,7G3Myr-LP-1213-HSP-2016-2,450622.9,document
ocds-lcuori-7rBxpG-LPublica No.28-2016-2,ocds-lcuori-7rBxpG-LPublica No.28-2016-2/3,7rBxpG-LPublica No.28-2016-2,7rBxpG-LPublica No.28-2016-2,1200.0,document
ocds-lcuori-2LmqDL-LPrNO-274-AMDC-337-2016-2,ocds-lcuori-2LmqDL-LPrNO-274-AMDC-337-2016-2/3,2LmqDL-LPrNO-274-AMDC-337-2016-2,2LmqDL-LPrNO-274-AMDC-337-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-277-AMDC-343-2016-2,ocds-lcuori-2LmqDL-LPrNO-277-AMDC-343-2016-2/3,2LmqDL-LPrNO-277-AMDC-343-2016-2,2LmqDL-LPrNO-277-AMDC-343-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-278-AMDC-344-2016-2,ocds-lcuori-2LmqDL-LPrNO-278-AMDC-344-2016-2/3,2LmqDL-LPrNO-278-AMDC-344-2016-2,2LmqDL-LPrNO-278-AMDC-344-2016-2,200.0,document
ocds-lcuori-DL9YoL-LPN-007-2016-FAHM-2,ocds-lcuori-DL9YoL-LPN-007-2016-FAHM-2/3,DL9YoL-LPN-007-2016-FAHM-2,DL9YoL-LPN-007-2016-FAHM-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-276-AMDC-342-2016-2,ocds-lcuori-2LmqDL-LPrNO-276-AMDC-342-2016-2/3,2LmqDL-LPrNO-276-AMDC-342-2016-2,2LmqDL-LPrNO-276-AMDC-342-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-275-AMDC-338-2016-2,ocds-lcuori-2LmqDL-LPrNO-275-AMDC-338-2016-2/3,2LmqDL-LPrNO-275-AMDC-338-2016-2,2LmqDL-LPrNO-275-AMDC-338-2016-2,200.0,document
ocds-lcuori-0rwyzG-MSPS-GPST-01-2016-2,ocds-lcuori-0rwyzG-MSPS-GPST-01-2016-2/3,0rwyzG-MSPS-GPST-01-2016-2,0rwyzG-MSPS-GPST-01-2016-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-85-AMDC-112-2016-2,ocds-lcuori-2LmqDL-LPrNO-85-AMDC-112-2016-2/3,2LmqDL-LPrNO-85-AMDC-112-2016-2,2LmqDL-LPrNO-85-AMDC-112-2016-2,200.0,document
ocds-lcuori-7rBxpG-LPública No.41-2016-2,ocds-lcuori-7rBxpG-LPública No.41-2016-2/3,7rBxpG-LPública No.41-2016-2,7rBxpG-LPública No.41-2016-2,1200.0,document
ocds-lcuori-7rBxpG-LPrivada No.06-2016-2,ocds-lcuori-7rBxpG-LPrivada No.06-2016-2/3,7rBxpG-LPrivada No.06-2016-2,7rBxpG-LPrivada No.06-2016-2,1200.0,document
ocds-lcuori-2LmqDL-LPrNO-87-AMDC-114-2016-2,ocds-lcuori-2LmqDL-LPrNO-87-AMDC-114-2016-2/3,2LmqDL-LPrNO-87-AMDC-114-2016-2,2LmqDL-LPrNO-87-AMDC-114-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-160-AMDC-204-2016-2,ocds-lcuori-2LmqDL-LPrNO-160-AMDC-204-2016-2/3,2LmqDL-LPrNO-160-AMDC-204-2016-2,2LmqDL-LPrNO-160-AMDC-204-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-163-AMDC-207-2016-2,ocds-lcuori-2LmqDL-LPrNO-163-AMDC-207-2016-2/3,2LmqDL-LPrNO-163-AMDC-207-2016-2,2LmqDL-LPrNO-163-AMDC-207-2016-2,200.0,document
ocds-lcuori-2LmqDL-CPrNO-06-AMDC-208-2016-2,ocds-lcuori-2LmqDL-CPrNO-06-AMDC-208-2016-2/3,2LmqDL-CPrNO-06-AMDC-208-2016-2,2LmqDL-CPrNO-06-AMDC-208-2016-2,200.0,document
ocds-lcuori-kR0qDr-LPN-08-2016-2,ocds-lcuori-kR0qDr-LPN-08-2016-2/3,kR0qDr-LPN-08-2016-2,kR0qDr-LPN-08-2016-2,1000.0,document
ocds-lcuori-7rBxpG-LPública No.29-2016-2,ocds-lcuori-7rBxpG-LPública No.29-2016-2/3,7rBxpG-LPública No.29-2016-2,7rBxpG-LPública No.29-2016-2,1200.0,document
ocds-lcuori-2LmqDL-LPrNO-362-AMDC-439-2016-2,ocds-lcuori-2LmqDL-LPrNO-362-AMDC-439-2016-2/3,2LmqDL-LPrNO-362-AMDC-439-2016-2,2LmqDL-LPrNO-362-AMDC-439-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-363-AMDC-440-2016-2,ocds-lcuori-2LmqDL-LPrNO-363-AMDC-440-2016-2/3,2LmqDL-LPrNO-363-AMDC-440-2016-2,2LmqDL-LPrNO-363-AMDC-440-2016-2,200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-41-2016 3er Proceso-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-41-2016 3er Proceso-2/3,wrV3LP-LPR-IDECOAS-FHIS-41-2016 3er Proceso-2,wrV3LP-LPR-IDECOAS-FHIS-41-2016 3er Proceso-2,300.0,document
ocds-lcuori-7rBxpG-LPública No.30-2016-2,ocds-lcuori-7rBxpG-LPública No.30-2016-2/3,7rBxpG-LPública No.30-2016-2,7rBxpG-LPública No.30-2016-2,1200.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-64-2016-2°-PROCESO-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-64-2016-2°-PROCESO-2/3,wrV3LP-LPR-IDECOAS-FHIS-64-2016-2°-PROCESO-2,wrV3LP-LPR-IDECOAS-FHIS-64-2016-2°-PROCESO-2,300.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-19-2016-2°-PROCESO-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-19-2016-2°-PROCESO-2/3,wrV3LP-COT-IDECOAS-FHIS-19-2016-2°-PROCESO-2,wrV3LP-COT-IDECOAS-FHIS-19-2016-2°-PROCESO-2,300.0,document
ocds-lcuori-MLQW8R-12-2016-2,ocds-lcuori-MLQW8R-12-2016-2/3,MLQW8R-12-2016-2,MLQW8R-12-2016-2,50.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-112-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-112-2016-2/3,wrV3LP-LPR-IDECOAS-FHIS-112-2016-2,wrV3LP-LPR-IDECOAS-FHIS-112-2016-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-114-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-114-2016-2/3,wrV3LP-LPR-IDECOAS-FHIS-114-2016-2,wrV3LP-LPR-IDECOAS-FHIS-114-2016-2,300.0,document
ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-27-2016-2,ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-27-2016-2/3,mGE4eL-COT-IDECOAS-FHIS-27-2016-2,mGE4eL-COT-IDECOAS-FHIS-27-2016-2,300.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-24-2016-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-24-2016-2/3,wrV3LP-COT-IDECOAS-FHIS-24-2016-2,wrV3LP-COT-IDECOAS-FHIS-24-2016-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-110-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-110-2016-2/3,wrV3LP-LPR-IDECOAS-FHIS-110-2016-2,wrV3LP-LPR-IDECOAS-FHIS-110-2016-2,300.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-25-2016-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-25-2016-2/3,wrV3LP-COT-IDECOAS-FHIS-25-2016-2,wrV3LP-COT-IDECOAS-FHIS-25-2016-2,300.0,document
ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-109-2016-2,ocds-lcuori-mGE4eL-LPR-IDECOAS-FHIS-109-2016-2/3,mGE4eL-LPR-IDECOAS-FHIS-109-2016-2,mGE4eL-LPR-IDECOAS-FHIS-109-2016-2,300.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-26-2016-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-26-2016-2/3,wrV3LP-COT-IDECOAS-FHIS-26-2016-2,wrV3LP-COT-IDECOAS-FHIS-26-2016-2,300.0,document
ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-111-2016-2,ocds-lcuori-wrV3LP-LPR-IDECOAS-FHIS-111-2016-2/3,wrV3LP-LPR-IDECOAS-FHIS-111-2016-2,wrV3LP-LPR-IDECOAS-FHIS-111-2016-2,300.0,document
ocds-lcuori-PR847R-ICF-GA-LPN-008-2016-2,ocds-lcuori-PR847R-ICF-GA-LPN-008-2016-2/3,PR847R-ICF-GA-LPN-008-2016-2,PR847R-ICF-GA-LPN-008-2016-2,500.0,document
ocds-lcuori-DL9YoL-LPN-003-2016-FAHM-2,ocds-lcuori-DL9YoL-LPN-003-2016-FAHM-2/3,DL9YoL-LPN-003-2016-FAHM-2,DL9YoL-LPN-003-2016-FAHM-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-225-AMDC-284-2016-2,ocds-lcuori-2LmqDL-LPrNO-225-AMDC-284-2016-2/3,2LmqDL-LPrNO-225-AMDC-284-2016-2,2LmqDL-LPrNO-225-AMDC-284-2016-2,200.0,document
ocds-lcuori-Zr5mWr-CPN No. 03-2016-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-CPN No. 03-2016-SEAPI-UNAH-2/3,Zr5mWr-CPN No. 03-2016-SEAPI-UNAH-2,Zr5mWr-CPN No. 03-2016-SEAPI-UNAH-2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-228-AMDC-287-2016-2,ocds-lcuori-2LmqDL-LPrNO-228-AMDC-287-2016-2/3,2LmqDL-LPrNO-228-AMDC-287-2016-2,2LmqDL-LPrNO-228-AMDC-287-2016-2,200.0,document
ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-16-2016-2,ocds-lcuori-wrV3LP-COT-IDECOAS-FHIS-16-2016-2/3,wrV3LP-COT-IDECOAS-FHIS-16-2016-2,wrV3LP-COT-IDECOAS-FHIS-16-2016-2,300.0,document
ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-12-2016 2°PROCESO-2,ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-12-2016 2°PROCESO-2/3,mGE4eL-COT-IDECOAS-FHIS-12-2016 2°PROCESO-2,mGE4eL-COT-IDECOAS-FHIS-12-2016 2°PROCESO-2,300.0,document
ocds-lcuori-2LmqDL-LPrNO-125-AMDC-158-2016-2,ocds-lcuori-2LmqDL-LPrNO-125-AMDC-158-2016-2/3,2LmqDL-LPrNO-125-AMDC-158-2016-2,2LmqDL-LPrNO-125-AMDC-158-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-128-AMDC-161-2016-2,ocds-lcuori-2LmqDL-LPrNO-128-AMDC-161-2016-2/3,2LmqDL-LPrNO-128-AMDC-161-2016-2,2LmqDL-LPrNO-128-AMDC-161-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-127-AMDC-160-2016-2,ocds-lcuori-2LmqDL-LPrNO-127-AMDC-160-2016-2/3,2LmqDL-LPrNO-127-AMDC-160-2016-2,2LmqDL-LPrNO-127-AMDC-160-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-122-AMDC-152-2016-2,ocds-lcuori-2LmqDL-LPrNO-122-AMDC-152-2016-2/3,2LmqDL-LPrNO-122-AMDC-152-2016-2,2LmqDL-LPrNO-122-AMDC-152-2016-2,200.0,document
ocds-lcuori-7rBxpG-LPública 43-2016-2,ocds-lcuori-7rBxpG-LPública 43-2016-2/3,7rBxpG-LPública 43-2016-2,7rBxpG-LPública 43-2016-2,1200.0,document
ocds-lcuori-7GXmzR-LPN-004-2016 CCIVS -2,ocds-lcuori-7GXmzR-LPN-004-2016 CCIVS -2/3,7GXmzR-LPN-004-2016 CCIVS -2,7GXmzR-LPN-004-2016 CCIVS -2,1000.0,document
ocds-lcuori-7GXmzR-LPN-005-2016 CCIVS-2,ocds-lcuori-7GXmzR-LPN-005-2016 CCIVS-2/3,7GXmzR-LPN-005-2016 CCIVS-2,7GXmzR-LPN-005-2016 CCIVS-2,1000.0,document
ocds-lcuori-7GXmzR-LPN-006-2016 CCIVS -2,ocds-lcuori-7GXmzR-LPN-006-2016 CCIVS -2/3,7GXmzR-LPN-006-2016 CCIVS -2,7GXmzR-LPN-006-2016 CCIVS -2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-282-AMDC-348-2016-2,ocds-lcuori-2LmqDL-LPrNO-282-AMDC-348-2016-2/3,2LmqDL-LPrNO-282-AMDC-348-2016-2,2LmqDL-LPrNO-282-AMDC-348-2016-2,200.0,document
ocds-lcuori-7GXmzR-LPN-007-2016 CCIVS -2,ocds-lcuori-7GXmzR-LPN-007-2016 CCIVS -2/3,7GXmzR-LPN-007-2016 CCIVS -2,7GXmzR-LPN-007-2016 CCIVS -2,1000.0,document
ocds-lcuori-7GXmzR-LPN-008-2016 CCIVS-2,ocds-lcuori-7GXmzR-LPN-008-2016 CCIVS-2/3,7GXmzR-LPN-008-2016 CCIVS-2,7GXmzR-LPN-008-2016 CCIVS-2,1000.0,document
ocds-lcuori-7GXmzR-LP-002-2016 CCIVS -2,ocds-lcuori-7GXmzR-LP-002-2016 CCIVS -2/3,7GXmzR-LP-002-2016 CCIVS -2,7GXmzR-LP-002-2016 CCIVS -2,1000.0,document
ocds-lcuori-7GXmzR-LP-003-2016 CCIVS -2,ocds-lcuori-7GXmzR-LP-003-2016 CCIVS -2/3,7GXmzR-LP-003-2016 CCIVS -2,7GXmzR-LP-003-2016 CCIVS -2,1000.0,document
ocds-lcuori-2LmqDL-LPrNO-281-AMDC-347-2016-2,ocds-lcuori-2LmqDL-LPrNO-281-AMDC-347-2016-2/3,2LmqDL-LPrNO-281-AMDC-347-2016-2,2LmqDL-LPrNO-281-AMDC-347-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-280-AMDC-346-2016-2,ocds-lcuori-2LmqDL-LPrNO-280-AMDC-346-2016-2/3,2LmqDL-LPrNO-280-AMDC-346-2016-2,2LmqDL-LPrNO-280-AMDC-346-2016-2,200.0,document
ocds-lcuori-PR847R-ICF-GA-LPN-010-2016-2,ocds-lcuori-PR847R-ICF-GA-LPN-010-2016-2/3,PR847R-ICF-GA-LPN-010-2016-2,PR847R-ICF-GA-LPN-010-2016-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-279-AMDC-345-2016-2,ocds-lcuori-2LmqDL-LPrNO-279-AMDC-345-2016-2/3,2LmqDL-LPrNO-279-AMDC-345-2016-2,2LmqDL-LPrNO-279-AMDC-345-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-271-AMDC-334-2016-2,ocds-lcuori-2LmqDL-LPrNO-271-AMDC-334-2016-2/3,2LmqDL-LPrNO-271-AMDC-334-2016-2,2LmqDL-LPrNO-271-AMDC-334-2016-2,200.0,document
ocds-lcuori-PR847R-ICF-GA-LPN-009-2016-2,ocds-lcuori-PR847R-ICF-GA-LPN-009-2016-2/3,PR847R-ICF-GA-LPN-009-2016-2,PR847R-ICF-GA-LPN-009-2016-2,500.0,document
ocds-lcuori-orvkNL-LPN No.12-2016-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.12-2016-SEAF-UNAH-2/3,orvkNL-LPN No.12-2016-SEAF-UNAH-2,orvkNL-LPN No.12-2016-SEAF-UNAH-2,500.0,document
ocds-lcuori-2LmqDL-LPrNO-149-AMDC-190-2016-2,ocds-lcuori-2LmqDL-LPrNO-149-AMDC-190-2016-2/3,2LmqDL-LPrNO-149-AMDC-190-2016-2,2LmqDL-LPrNO-149-AMDC-190-2016-2,200.0,document
ocds-lcuori-wrVJ9r-LPN-009-2016-2,ocds-lcuori-wrVJ9r-LPN-009-2016-2/3,wrVJ9r-LPN-009-2016-2,wrVJ9r-LPN-009-2016-2,200.0,document
ocds-lcuori-orveZR-54-2016-2,ocds-lcuori-orveZR-54-2016-2/3,orveZR-54-2016-2,orveZR-54-2016-2,156002.86,document
ocds-lcuori-2LmqDL-LPrNO-364-AMDC-442-2016-2,ocds-lcuori-2LmqDL-LPrNO-364-AMDC-442-2016-2/3,2LmqDL-LPrNO-364-AMDC-442-2016-2,2LmqDL-LPrNO-364-AMDC-442-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-365-AMDC-443-2016-2,ocds-lcuori-2LmqDL-LPrNO-365-AMDC-443-2016-2/3,2LmqDL-LPrNO-365-AMDC-443-2016-2,2LmqDL-LPrNO-365-AMDC-443-2016-2,200.0,document
ocds-lcuori-jRDVyL-LICPR_BANHP_005_2016-2,ocds-lcuori-jRDVyL-LICPR_BANHP_005_2016-2/3,jRDVyL-LICPR_BANHP_005_2016-2,jRDVyL-LICPR_BANHP_005_2016-2,2000.0,document
ocds-lcuori-2LmqDL-LPrNO-366-AMDC-444-2016-2,ocds-lcuori-2LmqDL-LPrNO-366-AMDC-444-2016-2/3,2LmqDL-LPrNO-366-AMDC-444-2016-2,2LmqDL-LPrNO-366-AMDC-444-2016-2,200.0,document
ocds-lcuori-2LmqDL-LPrNO-367-AMDC-445-2016-2,ocds-lcuori-2LmqDL-LPrNO-367-AMDC-445-2016-2/3,2LmqDL-LPrNO-367-AMDC-445-2016-2,2LmqDL-LPrNO-367-AMDC-445-2016-2,200.0,document
ocds-lcuori-Zr5mWr-LPN No. 05-2016-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No. 05-2016-SEAPI-UNAH-2/3,Zr5mWr-LPN No. 05-2016-SEAPI-UNAH-2,Zr5mWr-LPN No. 05-2016-SEAPI-UNAH-2,2000.0,document
ocds-lcuori-ZGqbBR-LPN-GT-MPC-No. 05-2016-2,ocds-lcuori-ZGqbBR-LPN-GT-MPC-No. 05-2016-2/3,ZGqbBR-LPN-GT-MPC-No. 05-2016-2,ZGqbBR-LPN-GT-MPC-No. 05-2016-2,4000.0,document
ocds-lcuori-MLQW8R-19-2016-2,ocds-lcuori-MLQW8R-19-2016-2/3,MLQW8R-19-2016-2,MLQW8R-19-2016-2,50.0,document
ocds-lcuori-0rwm9G-LP- BANADESA 005-2016-2,ocds-lcuori-0rwm9G-LP- BANADESA 005-2016-2/3,0rwm9G-LP- BANADESA 005-2016-2,0rwm9G-LP- BANADESA 005-2016-2,5000.0,document
